'source'。'target'
'"Q """"",Q_d1ed3dba,阿巴瑟，尽快处理你手里的事情'。' 我有一个任务要交给你'
'"S """"",S_b0e14192,你不会咬我，对吧？,,,,,'。''
'"S """"",S_a3cfe1bb,……,,,,,'。''
'"Z """"",Z_18794a03_1,*汪汪？*,,,,,'。''
'"S """"",S_3785c136,也许，我应该试试别的交流方式'。'),,,,,'
'"S """"",S_0590ae81,(如果我去摸它，它会咬我的手吗？),,,,,'。''
'"""""",narrator_a6e35d66,莎拉有点犹豫地伸手去，想要摸摸它，小狗却茫然地看着她'。',,,,,'
'"""""",narrator_df5f9a15,,,,,,'。''
'"S """"",S_a680bb6d,,,,,,'。''
'"S """"",S_a081da10,哎呀...... 它的口水都流到了我的手上......,,,,,'。''
'"S """"",S_ebe4e368,！！！,,,,,'。''
'"S """"",S_ba021876,停，停！你想干什么？我只是想摸你一下,,,,,'。''
'"S """"",S_f43f7c67,呵呵？？？他要我抚摸他？？？,,,,,'。''
'"S """"",S_6810bc84,(我的这一反常行为......他一定会受宠若惊的'。'),,,,,'
'"S """"",S_e55b5668,(但是...... 万一惹恼这个东西...... 我会不会倒霉？),,,,,'。''
'"S """"",S_14ac194d,(我想塞蒙也许可以帮帮我'。'),,,,,'
'"C """"",C_396ef128,(我认为这与你的训练是紧密相关的'。'斯图科夫很少做一些毫无意义的事情'
'"C """"",C_bf6569df,(你为什么不能像斯图科夫一样，活得开心一点呢？),,,,,'。''
'"S """"",S_78f0c3ce,我不想在我睡觉的时候，被它咬死,,,,,'。''
'"C """"",C_2053444b,(我认为你应该试着和它认识认识'。'),,,,,'
'"C """"",C_602ebced,我注意到了，你一直顶着它的鸡鸡'。',,,,,'
'"C """"",C_c4441ec4,我认为它喜欢让你一直盯着它的鸡巴看'。',,,,,'
'"S """"",S_0a2afbb1,,,,,,'。''
'"S """"",S_13eb7ede,也许我该听你的...... 但是我需要一点时间......,,,,,'。''
'"S """"",S_a097f58e,(塞蒙，我知道，所以我才让你给了我一个建议'。'),,,,,'
'"S """"",S_bc5ac39b,你是说它喜欢我？,,,,,'。''
'"S """"",S_ebe4e368_2,！！！,,,,,'。''
'"C """"",C_c7b03575,(还得你们人类的一句话吗？在动物的世界里只有一条规则，那就是适者生存'。'),,,,,'
'"S """"",S_e2b1592a,好吧！让我们先换个话题'。',,,,,'
'"S """"",S_9ee489a9,(只是，塞蒙，这只小狗，它不会在我睡觉的时候吃掉我吧？),,,,,'。''
'"S """"",S_308583cb,但他看起来更可爱而不是危险......,,,,,'。''
'"S """"",S_510da93d,……,,,,,'。''
'"A """"",A_97ce6177,怎么样，你还习惯吗？'。',,,,,'
'"S """"",S_fc69455d,一切正常......,,,,,'。''
'"A """"",A_50718491,喜欢这个礼物吗？,,,,,'。''
'"A """"",A_82bfa0d5,是吗？如果我是它，我就不会和你这样一个婊子在一个房间里憋那么久'。'光是看你一眼就足以激起我的兽性本能'
'"S """"",S_491578f0,我知道了…… {w} 你不需要重复很多次……,,,,,'。''
'"S """"",S_d863bab1,好吧'。''
'"A """"",A_0e1e75ea,哈哈！你现在已经越来越接近我所期待的样子的了'。',,,,,'
'"A """"",A_9042d405,没错，就是那样！不过，这也是女王陛下的主意'。',,,,,'
'"S """"",S_b4762bc6,(！！！),,,,,'。''
'"A """"",A_63fad80c,你是个聪明女人，我想你应该明白要怎么样好好照顾它的，对吗？,,,,,'。''
'"S """"",S_deedf81d_2,……,,,,,'。''
'"A """"",A_58a6bfe6,我其实很同情你，但我也实在是爱莫能助，这是一种试探，想融入虫族这个大家庭，你就必须得到所有东西的认可'。',,,,,'
'"A """"",A_c1590670,代价自然是有的，但是你倒最后会发现，活着比一切都重要，就像我现在这样'。',,,,,'
'"A """"",A_97d52644,他是个很机灵的家伙，所以如果你不给他想要的东西，它自己也会找你索取的'。',,,,,'
'"A """"",A_c20e360d,但是，如果他所有的需求都得到了满足，你会发现它其实也是相当可爱的'。',,,,,'
'"S """"",S_919c0e55,！！！,,,,,'。''
'"S """"",S_1ea1d564,(如果，我不能让它满意的话，那么它一定会让上次那样......),,,,,'。''
'"S """"",S_6ba5f2bc,{size=-3}白痴，你是特意赶来看我的笑话的吗？……{/size},,,,,'。''
'"S """"",S_43dcbd0e,你可以走了......,,,,,'。''
'"S """"",S_deedf81d_3,……,,,,,'。''
'"S """"",S_2055a766,我才不会主动跟它玩......,,,,,'。''
'"AB """"",AB_9ba8f017,((又有这么多失败品'。')),,,,,'
'"AB """"",AB_7d671389,到底要怎么样，才能达到我所追求的完美呢？'。',,,,,'
'"Z """"",Z_6916d8a1,*汪汪？*,,,,,'。''
'"C """"",C_05aeb971,(有些话，可能我不该说，但其实，你其实知道他喜欢什么'。'),,,,,'
'"Z """"",Z_2804c34f,*汪汪*,,,,,'。''
'"S """"",S_2024c32a,这个我当然知道，可是......,,,,,'。''
'"S """"",S_765d0133,嗯......,,,,,'。''
'"C """"",C_e36055b1,(我们叫它旺财怎么样？),,,,,'。''
'"C """"",C_54ec2bc6,(我觉得旺财这个名字很好听),,,,,'。''
'"C """"",C_7006c515,(这是跟它相处的第一步，作为爱狗人士的你，竟然不清楚这个'。'),,,,,'
'"Z """"",Z_a4f27251,*汪汪汪！*,,,,,'。''
'"S """"",S_aeb03168,白痴，除了会取旺财这样的名字，你还有什么用......,,,,,'。''
'"S """"",S_2767d797,我并不是让你不说话，我只是希望得到一些有用的建议！,,,,,'。''
'"S """"",S_d3cc4cf0,你说的对，我只是不知道该怎么开始第一步'。',,,,,'
'"S """"",S_d9e489eb,喜欢这个名字，我认为它根本不通人性......,,,,,'。''
'"C """"",C_abb7d704,(''试着在和它亲密接触一下！''),,,,,'。''
'"S """"",S_ebf3fe1d,具体执行方式呢？,,,,,'。''
'"S """"",S_4a12cd23,裸体状态？,,,,,'。''
'"S """"",S_f9f164f8,即使这里有人，也要裸体吗？,,,,,'。''
'"S """"",S_f5baa2ce,好吧！这也是没办法的事......反正我的裸体也被那个变态看了很多次了......,,,,,'。''
'"S """"",S_e1efcc6e,"好的, 我会放在心上的.",,,,,'。''
'"S """"",S_3eef618b,(是我，我找到你了'。'),,,,,'
'"S """"",S_9474a5b1,(是的，但是......有一场小意外),,,,,'。''
'"S """"",S_c155f3e7,(白痴！不是这样的，这是塞蒙的计划！),,,,,'。''
'"C """"",C_8c25b985,(莎拉现在正在用那堵充满小触角的墙，然后让其中一根巨大的触手正一边被爆菊一边和你联系'。'),,,,,'
'"Aside4 """"",Aside4_f828b629,((哈-哈-哈-哈，最得好，我果然没看错人，你相当有天赋'。')),,,,,'
'"""""",narrator_1d6fdb22,萨拉看见斯图科夫的那张脸，他舔着嘴唇，脸上还带着他那令人讨厌的假笑'。',,,,,'
'"S """"",S_e5314fd5,！！！,,,,,'。''
'"Aside3 """"",Aside3_c5075f87,((好吧！我就不影响你了，我期待着你不停的成长，这样我们就能做多羞羞的事呢！)),,,,,'。''
'"""""",narrator_137f4bfa,*捅* *捅* *捅*,,,,,'。''
'"""""",narrator_87b366d9,虽然这次链接结束了，但这堵墙还在，数百条小触角继续在莎拉的身上蠕动'。',,,,,'
'"""""",narrator_3bf2af96,随着一声轰隆声，墙壁突然释放了莎拉'。'她还没有做好准备，然后几乎跌倒在地板上'
'"C """"",C_092b842c,(干得漂亮，你全身好像都在发抖'。'看起来你现在迫切需要休息一下'
'"S """"",S_bed5c731,(什么，你是说我，明天还得再进去一次吗......？),,,,,'。''
'"S """"",S_c4b3a54b,(啊......该死......我现在肛门都还在疼'。'),,,,,'
'"""""",narrator_87b91987,莎拉现在跟蜂群的联系，越来越紧密了'。',,,,,'
'"S """"",S_5f29f557,(我做到了，我能感觉到！),,,,,'。''
'"S """"",S_d95dd396,(什么繁殖研究对象？！),,,,,'。''
'"S """"",S_4a108379,(这难道不是你们叫我一直学习的吗？！),,,,,'。''
'"""""",narrator_ffcd027c,尽管萨拉一直试图控制自己的呼吸和深呼吸，但她根本无法做到真正的平静'。'也许这是因为成千上万的触须在她没有保护的身体上疯狂地蠕动的原因'
'"S """"",S_1c4414aa,(但，这远远不是终点！),,,,,'。''
'"S """"",S_821e9184,(别在捅我屁股了！！！),,,,,'。''
'"S """"",S_11d34872,(说得容易，我又不是虫族？),,,,,'。''
'"S """"",S_281dcfae_1,！！！,,,,,'。''
'"Q """"",Q_21778b30,(哦！赛蒙的小学生！看起来赛蒙的方法不是那么软弱'。' 你正在进步'
'"Q """"",Q_becd114a,(莎拉！我看你在训练中！看到一个勤奋的学生是多么高兴啊'。'但你的训练还不够......精致的！),,,,,'
'"Q """"",Q_d002355f,(好吧，我不得不说这是一个简单的训练'。'给阿巴瑟的训练是没法相比......),,,,,'
'"S """"",S_64d01ce7,(对小女孩来说......嗨，女王！我得到了一个选择—我做到了！),,,,,'。''
'"""""",narrator_93fcaa75,莎拉被女王心中的喜悦所倾倒'。'她现在不仅对触手完全开放，而且对欲望的记忆也完全开放'
'"S """"",S_06d26e3d,(啊......是的，女王'。'我会做到一切......),,,,,'
'"C """"",C_0c208cda,(我看到你喜欢对方听到你十分满意的呻吟'。'),,,,,'
'"C """"",C_6ee9411d,(但我看到的恰恰相反—当有人和你谈色情或你有性欲时，你的大脑就会释放内啡肽'。'),,,,,'
'"S """"",S_1a075a29,(该死！我确实因为谈论这件事而兴奋起来......哦！甚至想起来都会感到很舒服！),,,,,'。''
'"S """"",S_116c50d5,(你......你！你装没听到就行了！),,,,,'。''
'"S """"",S_281dcfae_2,！！！,,,,,'。''
'"""""",narrator_2a1a1f66,与此同时，小小的触手小心地抚摸着萨拉娇嫩的肌肤，她别无选择，只能做出反应'。',,,,,'
'"""""",narrator_9ae6d285,墙感觉到莎拉的情绪，把注意力完全集中在她的肛门上'。'莎拉的兴奋又一次达到了顶点'
'"S """"",S_a1a6e9f6,(但是这堵墙......这不过是一堵墙！你说过它没脑子，我不应该跟它说话！),,,,,'。''
'"""""",narrator_c28ce3eb,莎拉全神贯注，试图把快乐调走'。'但她没有机会，她跳动的肛门在与触手的战斗中输了'
'"S """"",S_13a7dc54,它不动了，是我干的吗？但我还是不能出去！,,,,,'。''
'"""""",narrator_ed1e76e7,{size=+9}啊啊啊！！它在爆我的菊花！{/size},,,,,'。''
'"""""",narrator_200b2687,过了一会儿，墙的动作以前还更加快'。',,,,,'
'"""""",narrator_535e43fe,这堵墙，通过对莎拉真实愿望的心理联系进行窃听，加强了它的努力，把莎拉高潮推到极限了'。',,,,,'
'"""""",narrator_24274dd3,这些小触手在莎拉纤细的身体上每一毫米都爬行着'。'更大的触手努力刺激她的阴部和她的肛门'
'"S """"",S_9d3da21f,(说吧......求你......我会发疯的......),,,,,'。''
'"""""",narrator_05a96040,遵照塞蒙的意愿，墙开了，轻轻地流着口水'。'它轻轻地把莎拉推了出来'
'"S """"",S_95a71a34,(我感觉自己就像一架''海市蜃楼''战斗机，这是它有生以来第一次装满未稀释的燃料，并在第一年驾驶'。'),,,,,'
'"S """"",S_b1076a29,(真是......),,,,,'。''
'"C """"",C_f1646189,(如果你不这样做，这种情况还会再次发生，哈哈哈'。'),,,,,'
'"S """"",S_550e7202,嗯，可能有点难'。',,,,,'
'"S """"",S_8e076540,……,,,,,'。''
'"S """"",S_65787b0d,(妈的，我的肛门还在抽搐......那根触手会为此付出代价......),,,,,'。''
'"""""",narrator_df079784,尽管遇到了许多障碍，莎拉还是在阿巴瑟的帮助下与蜂群建立了联系… ,,,,,'。''
'"Z """"",Z_d02bd2ea,(啊，这个臭婊子，让我好爽呀！),,,,,'。''
'"S """"",S_b19e332f,！！！,,,,,'。''
'"Z """"",Z_763c8e41,(我要女人，我要女人！),,,,,'。''
'"""""",narrator_c06f4a2c,*摩擦* *摩擦* *摩擦*,,,,,'。''
'"Z """"",Z_42f330e4,*舔-舔-舔*,,,,,'。''
'"S """"",S_e76d2ca9,你可以舔它们，但不要像上次那样咬......,,,,,'。''
'"Z """"",Z_5ab38f49,(我要吃奶！我好想吃你的奶！),,,,,'。''
'"S """"",S_924dccf2,(真是个肮脏的生物'。'),,,,,'
'"S """"",S_ef3e2b03,我一直都没有休息过！你这个小变态还不满足吗？,,,,,'。''
'"S """"",S_8dd176ae,*呸*,,,,,'。''
'"S """"",S_b7dfbab6,见识到我的厉害了吧！,,,,,'。''
'"S """"",S_62186247,怎么样？小混蛋 ！,,,,,'。''
'"S """"",S_8b07f908,呵呵，我就知道你会喜欢这个'。'就像其他变态一样'
'"S """"",S_5f7cdd14,现在把注意力集中在我的手上，把你所有的精液都给我,,,,,'。''
'"Z """"",Z_9ccc8f85,(快快快！！！),,,,,'。''
'"""""",narrator_11172930_2,*摩擦* *摩擦* *摩擦*,,,,,'。''
'"S """"",S_604618de,(我现在要做的就是继续坚持下去'。'),,,,,'
'"S """"",S_a2b87f65,(到底怎么回事？),,,,,'。''
'"Spsy """"",Spsy_c1627ea1,(你能听见我说话吗？),,,,,'。''
'"Z """"",Z_79d5fe76,(我听得见),,,,,'。''
'"""""",narrator_11172930_3,*摩擦* *摩擦* *摩擦*,,,,,'。''
'"""""",narrator_11172930_4,*摩擦* *摩擦* *摩擦*,,,,,'。''
'"""""",narrator_11172930_5,*摩擦* *摩擦* *摩擦*,,,,,'。''
'"Z """"",Z_38c4e67f,(是的，是的，我非常愿意！),,,,,'。''
'"""""",narrator_11172930_6,*摩擦* *摩擦* *摩擦*,,,,,'。''
'"Z """"",Z_07d5bccd,{size=+10}（遵从您的命令'。'）{/size},,,,,'
'"Z """"",Z_484fcd1a,,,,,,'。''
'"""""",narrator_c9272827,莎拉直接在他的脑海里发号施令'。'作为回报，他不能违抗她，无论是精神上的还是身体上的'
'"Z """"",Z_74dff2e2,(什么？女人没有怀孕？哈......让女人怀孕！),,,,,'。''
'"Z """"",Z_33794213,(我的女人！我的女人是我的！),,,,,'。''
'"Spsy """"",Spsy_2b7a027a,(试着再次填满她的大腿，就像你第一次做的那样'。'),,,,,'
'"Spsy """"",Spsy_ec6f4557,(把握机会，因为时间不等人'。' ),,,,,'
'"Z """"",Z_676aa91c,咆哮声！！,,,,,'。''
'"Z """"",Z_12535cf1,*咆哮声！*,,,,,'。''
'"""""",narrator_c06f4a2c_2,*摩擦* *摩擦* *摩擦*,,,,,'。''
'"Z """"",Z_385b6f31,(啊啊啊！),,,,,'。''
'"S """"",S_ff64c0ba,我想我这次已经把它收拾得服服帖帖了'。',,,,,'
'"S """"",S_e15a28ae,(尽管我的胳膊累得都快麻烦了，但我还是觉得很有成就感),,,,,'。''
'"S """"",S_4fae9fa3,怎么样，塞蒙，我的方法奏效了吧！,,,,,'。''
'"S """"",S_a537ad63,(我完成什么呢？),,,,,'。''
'"S """"",S_afb33380,我刚才只是觉得有什么东西吸引我，然后我就走了进去'。',,,,,'
'"C """"",C_508b145c,(但是，还不够成功，你还得多多练习'。'),,,,,'
'"S """"",S_4bce44d6,(越来越有趣了'。'),,,,,'
'"C """"",C_793aab41,(我们虫族不是你们人类，而且我们觉得这个问题没什么不好启齿的'。'),,,,,'
'"S """"",S_9bac5224,我已经搞定它了，不需要这么多花样了......,,,,,'。''
'"S """"",S_a9181960,够了，除了这个你还其他建议吗？,,,,,'。''
'"S """"",S_26698f1e,(Asshole...),,,,,'。''
'"S """"",S_d398c1dc,……,,,,,'。''
'"C """"",C_1b51be79,(我觉得，你该去看看那只小狗了！'。'),,,,,'
