location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,narrator_1be36021,"Сай’мон взял контроль над телом Сары и повел ее туда, где она обнаружила вещь, которую пыталась найти.",,,,,,"""%%"""
,narrator_764d70c3_1,*Чпоньк*,,,,,,"""%%"""
,S_2731dc11,Точно! Вот оно.,,,,,,"S ""%%"""
,narrator_f9117e66,"В руках Сары был тот самый клочок бумаги, который она ранее нашла в комнате.",,,,,,"""%%"""
,S_440d9d46,"Если ты думаешь, что я поблагодарю тебя, то ты ошибаешься.",,,,,,"S ""%%"""
,C_bab50646,(Даже не думал об этом.),,,,,,"C ""%%"""
,narrator_0691bf61,Она сразу же направилась к уязвимому месту. После чего развернула бумагу и приложила ее к стене.,,,,,,"""%%"""
,S_dbef2b56,"Отлично, как раз.",,,,,,"S ""%%"""
,S_68efea0c,"Хм, а как же мне его прикрепить сюда?",,,,,,"S ""%%"""
,S_abd62307_2,!!!,,,,,,"S ""%%"""
,narrator_0b2ad612,Вскоре Саре в голову пришла одна идея.,,,,,,"""%%"""
,C_eec166ba,(Хм.),,,,,,"C ""%%"""
,S_cbe613ff_2,...,,,,,,"S ""%%"""
,narrator_14cb36bf,"Сара направилась в сторону тентакля, который дает ей еду.",,,,,,"""%%"""
,S_ee4b527e,Давай же...,,,,,,"S ""%%"""
,narrator_2491d807,"Сара начала рукой собирать оставшуюся субстанцию, которая стекала с конца тентакля.",,,,,,"""%%"""
,narrator_d350a5d2,После чего она намазала участки на бумаге слизью от тентакля.,,,,,,"""%%"""
,S_5ba3189b,"Отлично, должно же получиться.",,,,,,"S ""%%"""
,S_0343aec1,"Ну, была не была!",,,,,,"S ""%%"""
,narrator_69070b0f,Сара одним движением прикрепила кусок бумаги к стене.,,,,,,"""%%"""
,narrator_eb2e6d03,"Подождав некоторое время, Сара убедилась, что бумага на стене хорошо прикреплена.",,,,,,"""%%"""
,C_b72b82fb,"(Использовать слизь, чтобы зафиксировать бумагу — это неплохо.)",,,,,,"C ""%%"""
,S_2cc25297,Ха! Мне не нужно твоих похвал!,,,,,,"S ""%%"""
,C_522ad447,(Как скажешь.),,,,,,"C ""%%"""
,S_7f6a8518,"Отлично, теперь остается только объяснить Стукову, почему я ее сюда повесила...",,,,,,"S ""%%"""
,C_2bfdb552,"(Да, выйдет интересный диалог.)",,,,,,"C ""%%"""
,S_12a71a28,Теперь у меня точно все получится!,,,,,,"S ""%%"""
,C_f2b859fe,"(Да, думаю, теперь ты должна пролезть.)",,,,,,"C ""%%"""
,narrator_0b2fa9d4,Сара осторожно начинает залезать внутрь.,,,,,,"""%%"""
,narrator_8370206a,"Сара, просунув сначала вперед руки, начала потихоньку залезать в дыру.",,,,,,"""%%"""
,narrator_ff1cda8d,"После рук в ход пошла голова, потом плечи и торс.",,,,,,"""%%"""
,narrator_d4feeeef,Зад Сары все еще был в ее комнате.,,,,,,"""%%"""
,S_d7abb7a3,"Отлично, у меня выходит! Еще чуть-чуть и я пролезу!",,,,,,"S ""%%"""
,narrator_e3cc6f36,Сара делает пару извилистых движений.,,,,,,"""%%"""
,narrator_884707c0,"Сара заметила, что стена начала восстанавливаться.",,,,,,"""%%"""
,S_6b7ce0f7,!!!,,,,,,"S ""%%"""
,S_8cf14c2b,"Черт! Что это, почему стенка начала восстанавливаться???",,,,,,"S ""%%"""
,S_512277ff,"О нет! Я, кажется, застряла!",,,,,,"S ""%%"""
,S_142be3a4,"Что это такое, Сай’мон? Это твои проделки?",,,,,,"S ""%%"""
,C_5a8a197f,"(Нет, это не я.)",,,,,,"C ""%%"""
,narrator_ad99bc8d,"Сара попыталась выбраться из 'объятий' стены, избивая её руками, но ничего не получалось. Стена вдруг стала очень прочной.",,,,,,"""%%"""
,narrator_1e33eb4e,"Ее руки, голова и грудь выглядывали из коридора, а задняя часть все еще была в комнате.",,,,,,"""%%"""
,S_79f062d9,Что не так с этой стеной?!,,,,,,"S ""%%"""
,C_bdf1edcb,(Это больше похоже на ловушку.),,,,,,"C ""%%"""
,S_77cd4af8,Ловушку?,,,,,,"S ""%%"""
,Aside3_cf0a49fe,"Да, Сай’мон прав.",,,,,,"Aside3 ""%%"""
,Aside4_1debfa18,Ха-ха-ха.,,,,,,"Aside4 ""%%"""
,Aside12_4e8ca543,"Привет-привет, Сара.",,,,,,"Aside12 ""%%"""
,S_ecb68f9e,Ах ты!,,,,,,"S ""%%"""
,Aside9_e24f0da1,"Ты так и не послушала меня. Я же говорил, что тебе не сбежать отсюда...",,,,,,"Aside9 ""%%"""
,Aside10_f12e9f89,"И продолжила свои попытки... Но знаешь, наблюдать за ними было даже весело.",,,,,,"Aside10 ""%%"""
,S_4f94ec9e,Ах ты ж гад! Ты ему все рассказал???,,,,,,"S ""%%"""
,Aside3_d6146675,"Нет, он ничего мне не говорил. Ты думаешь, что случайно нашла эту 'дыру'? Конечно нет! Она специально создана для непослушных сучек.",,,,,,"Aside3 ""%%"""
,Aside11_0e8a8a0b,"И конечно же для того, чтобы преподать им урок!",,,,,,"Aside11 ""%%"""
,S_b67f0bb3,Урок? Что ты собираешься делать?,,,,,,"S ""%%"""
,Aside4_5b4f6698,"Аха-ха, не торопись, скоро ты все узнаешь.",,,,,,"Aside4 ""%%"""
,Aside11_651a02df,"Знаешь, ты отлично смотришься в таком положении!",,,,,,"Aside11 ""%%"""
,S_6c591624,(Извращенец...),,,,,,"S ""%%"""
,Aside11_a44d2a81,"Но я точно знаю, как ты будешь выглядеть еще лучше. Сними-ка верхнюю часть брони. Да, и белье не забудь.",,,,,,"Aside11 ""%%"""
,S_3f871d9c,Что?! Да как ты... ,,,,,,"S ""%%"""
,narrator_0dcb4ca1,Сара не успела договорить.,,,,,,"""%%"""
,Aside2_937a5ea1,Это твое наказание. Непослушных сучек нужно наказывать. Иначе я тебя отсюда не выпущу.,,,,,,"Aside2 ""%%"""
,Aside8_5ad5626d,Тем более что тебе стесняться? Я же уже все видел. Ха-ха-ха!,,,,,,"Aside8 ""%%"""
,S_141e33de,Я не буду этого делать!,,,,,,"S ""%%"""
,Aside9_e7426bfb,...,,,,,,"Aside9 ""%%"""
,Aside8_f8b9cfba,"Ты забыла, что было в прошлый раз?",,,,,,"Aside8 ""%%"""
,S_8aeaff86,Я помню...,,,,,,"S ""%%"""
,S_ae7ba0ea,"(Этот гад, он оставил меня... привязанной к тентаклям... и ушел...)",,,,,,"S ""%%"""
,Aside3_fde522c0,"Я могу тебя оставить тут одну, чтобы ты смогла все как следует обдумать.",,,,,,"Aside3 ""%%"""
,S_0a05846b,"(Черт, видимо, мне придется это сделать.)",,,,,,"S ""%%"""
,S_07291cf1,Я... я сделаю это...,,,,,,"S ""%%"""
,S_c9b94644,После этого ты меня выпустишь?,,,,,,"S ""%%"""
,Aside4_88cae19c,"Посмотрим, тут все зависит от тебя. Давай уже раздевайся!",,,,,,"Aside4 ""%%"""
,narrator_da91534b,"Сара молча сняла верх брони, а затем и лифчик.",,,,,,"""%%"""
,Aside11_280b8371,"Ну вот, отлично выглядишь! А теперь замри ненадолго, мне нужно сделать еще одну твою голограмму.",,,,,,"Aside11 ""%%"""
,Aside11_c810a274,"Ну вот, отлично выглядишь! А теперь замри ненадолго, мне нужно сделать одну твою голограмму.",,,,,,"Aside11 ""%%"""
,S_10272554,Что? Мы так не договаривались!,,,,,,"S ""%%"""
,S_f90b03b0,(Я не хочу... чтобы этот больной извращенец делал еще больше своих голограмм...),,,,,,"S ""%%"""
,S_8832acb4,(Я не хочу... чтобы этот больной извращенец делал мою голограмму...),,,,,,"S ""%%"""
,narrator_1d7392f4,Сара закрыла лицо руками.,,,,,,"""%%"""
,Aside4_5ae19f98,"Хорошо, ничего страшного. Это не проблема.",,,,,,"Aside4 ""%%"""
,narrator_6c5867d4,"Стуков развернулся и ушел в противоположном направлении, оставив Сару с голой грудью.",,,,,,"""%%"""
,S_27b42b8e,Стой! Куда ты? Ты не можешь так меня оставить.,,,,,,"S ""%%"""
,narrator_836b104a,Стуков проигнорировал слова Сары и продолжил свой путь.,,,,,,"""%%"""
,narrator_b8e013f8,Через минуту Стуков был уже в комнате Сары и рассматривал ее зад.,,,,,,"""%%"""
,Aside11_f3b85eb3,"Не волнуйся ты так, я никуда не ушел.",,,,,,"Aside11 ""%%"""
,narrator_b864c6f1,Сара отчетливо слышала голос Стукова.,,,,,,"""%%"""
,S_a09ae384,Что? Что ты там делаешь?,,,,,,"S ""%%"""
,Aside11_7ac653e5,"Детка, у тебя шикарная задница!",,,,,,"Aside11 ""%%"""
,narrator_e4da118f,Не долго думаю Стуков отстегнул низ брони Сары.,,,,,,"""%%"""
,S_9a6780e0,"Ах, нет, не трогай меня!",,,,,,"S ""%%"""
,Aside11_4f124673,Ух! Ты такая горячая!,,,,,,"Aside11 ""%%"""
,S_2d89d215,Хватит говорить такие вещи! Что ты собрался делать?,,,,,,"S ""%%"""
,Aside2_c853e84b,"Как что? Ты мешала мне сделать хорошую голограмму для дрочки, вот я и решил сделаю другую голограмму, твоего зада.",,,,,,"Aside2 ""%%"""
,Aside4_382a7f0d,"Ха-ха-ха, тут-то тебе нечем его прикрывать.",,,,,,"Aside4 ""%%"""
,Aside11_3327eb8f,"Черт, твоя промежность, она такая сочная.",,,,,,"Aside11 ""%%"""
,narrator_12e3346f,Некоторое время Стуков пялился на зад Сары.,,,,,,"""%%"""
,S_8d1a8948,(Ах... Извращенец... н-не смотри на нее.),,,,,,"S ""%%"""
,S_58e29399,Стой! Ладно... я дам тебе сделать... голограмму...,,,,,,"S ""%%"""
,Aside8_774d694e,Ммм??? Точно?,,,,,,"Aside8 ""%%"""
,S_97375eb1,"Да-да, только оставь мою попу в покое!",,,,,,"S ""%%"""
,Aside2_0e81e759,Ну вот! Это другой разговор.,,,,,,"Aside2 ""%%"""
,narrator_9fede03c,Стуков вышел из ее комнаты и через минуту уже стоял перед ней.,,,,,,"""%%"""
,Aside11_1bf104ed,"Ну что, давай не будем тянуть. Будь хорошей сучкой.",,,,,,"Aside11 ""%%"""
,S_41f485d3,Не называй меня так!,,,,,,"S ""%%"""
,narrator_2ef1dcfb,Сара послушно убирает руки переставая прикрывать грудь.,,,,,,"""%%"""
,S_7769b546,(В этой ситуации это так странно...),,,,,,"S ""%%"""
,Aside2_d977db28,Отлично! Ты готова?,,,,,,"Aside2 ""%%"""
,S_696f158b,Да...{w=1.0}{nw},,,,,,"S ""%%"""
,narrator_603fbd0d,"Не дожидаясь ответа, по телу Сары прошелся знакомый луч света, который мог означать только одно: устройство в руке Стукова сделало еще одну голограмму обнаженной груди Сары.",,,,,,"""%%"""
,narrator_64ed0772,"Не дожидаясь ответа, по телу Сары прошелся знакомый луч света, который мог означать только одно: устройство в руке Стукова сделало одну голограмму обнаженной груди Сары.",,,,,,"""%%"""
,Aside11_63935eb8,"Ох, отлично получилось, еще одна развратная голограмма! Хе-хе-хе, как ты думаешь, чем я займусь сегодня вечером?",,,,,,"Aside11 ""%%"""
,S_b0692c0e,(Что же еще может делать этот извращенец со своими голограммами...),,,,,,"S ""%%"""
,Aside8_70c1d45d,"Но знаешь, я пока не готов тебя выпустить. Никак не выходит из головы твой зад. Твое тело меня не на шутку заводит!",,,,,,"Aside8 ""%%"""
,narrator_2e0c3eb7,Молча Стуков пошел в направлении комнаты Сары.,,,,,,"""%%"""
,S_4d2f677a,"Эй, стой ты куда, освободи меня!",,,,,,"S ""%%"""
,Aside11_c03043f5,"Отлично, теперь давай сделаем голограмму вида сзади. Хе-хе-хе.",,,,,,"Aside11 ""%%"""
,S_16c9d5d0,"Стой, ты обманул меня, мы так не договаривались!",,,,,,"S ""%%"""
,Aside8_37e5ca72,"Обманул? Да, возможно, но это все из-за твоего зада. Ты совратила меня им, тебе показать мой стояк?",,,,,,"Aside8 ""%%"""
,S_6b7ce0f7_1,!!!,,,,,,"S ""%%"""
,S_e0ff269e,Даже не думай доставать его! Я не хочу его видеть...,,,,,,"S ""%%"""
,Aside11_11e86069,"И если ты не хочешь, чтобы я прямо тут использовал тебя как материал для дрочки, то не сопротивляйся.",,,,,,"Aside11 ""%%"""
,S_daafbe18,"(Ах, нет, он собирается сделать голограмму моей обнаженной промежности...)",,,,,,"S ""%%"""
,S_fa8d3507,(Это ужасно! Он будет рассматривать мою промежность... а потом удовлетворять себя.. ммм...),,,,,,"S ""%%"""
,Aside8_e6b205e3,!!!,,,,,,"Aside8 ""%%"""
,Aside3_100f4542,"Хех, ты что начала представлять себе все это?",,,,,,"Aside3 ""%%"""
,S_ae2d46e0,Это не так!,,,,,,"S ""%%"""
,Aside11_adebf877,"Ты меня не обманешь, тут хватит одного взгляда на твою киску, она вся сочится.",,,,,,"Aside11 ""%%"""
,S_8eb0f58b,"З-заткнись, делай свою голограмму и выпускай меня...",,,,,,"S ""%%"""
,S_cead5ada,"(Ах, черт, мое тело предает меня... как это все может мне нравиться... это ненормально...)",,,,,,"S ""%%"""
,Aside3_06079c2b,"Готово, я закончил делать голограмму твоей голой киски. Ха-ха-ха.",,,,,,"Aside3 ""%%"""
,S_c2051ec2,В-выпускай меня отсюда.,,,,,,"S ""%%"""
,Aside2_50d5b093,"Да, кончено.",,,,,,"Aside2 ""%%"""
,intro_0e099107,,,,,,,"intro ""%%"""
,narrator_b6545cd1,Через некоторое время дыра в стене начала увеличиваться и Сара смогла освободиться.,,,,,,"""%%"""
,A_9310eb39,"Я надеюсь, ты извлекла пользу из этого урока и у тебя больше не появится желание лезть в эту дыру.",,,,,,"A ""%%"""
,S_68717752,...,,,,,,"S ""%%"""
,A_417e9aab,"А теперь прости, мне нужно идти. У меня появились неотложные дела. Ха-ха-ха.",,,,,,"A ""%%"""
,narrator_0711961d,На лице Стукова можно было прочитать довольную улыбку. Он торопливо покинул комнату Сары.,,,,,,"""%%"""
,S_25c10208,Черт! Даже эта комната извращенная!,,,,,,"S ""%%"""
,S_1d80a1d8,(САЙ'МОН!),,,,,,"S ""%%"""
,C_2d4d4b0b,(Что?),,,,,,"C ""%%"""
,S_428be260,"(Скажи честно, ты знал про то, что это ловушка?)",,,,,,"S ""%%"""
,C_9594450c,(Нет.),,,,,,"C ""%%"""
,S_da1d6e11,(Почему мне сложно поверить в это?),,,,,,"S ""%%"""
,C_f5415761,"(Потому что вы, люди, вечно не доверяете никому.)",,,,,,"C ""%%"""
,S_c88ce311,(...),,,,,,"S ""%%"""
,S_3e2d7fbc,Я должна выбраться отсюда!,,,,,,"S ""%%"""
,S_9d181776,"Но... я не уверена, что успею пролезть, пока стена не зарастет. Мне надо больше тренироваться, чтобы стать быстрее.",,,,,,"S ""%%"""
,S_ed83341d,"Нужно попытаться пролезть в эту дыру снова. В прошлый раз у меня не получилось, но только из-за того, что я была не готова! Теперь я учла все и не попадусь в эту ловушку.",,,,,,"S ""%%"""
,S_49d4db06,"Мне нужно будет быстро проскользнуть в эту дырку, пока я снова не застряну в ней.",,,,,,"S ""%%"""
,C_76d0be4f,"(Ты не забыла, чем закончилась твоя предыдущая попытка?)",,,,,,"C ""%%"""
,S_8d815302,"Конечно нет. Но теперь я готова к неожиданностям. Я много тренировалась и думаю, что должна успеть, пока стена не зарастет.",,,,,,"S ""%%"""
,S_5d641fb0,У меня получится!,,,,,,"S ""%%"""
,narrator_362ab064,Сара осторожно просунула голову в дыру. Стенки не шевелились.,,,,,,"""%%"""
,S_ac7a66e6,"(Отлично, стены не зарастают! Думаю, если я быстро рванусь, то успею проскочить и не застряну.)",,,,,,"S ""%%"""
,S_4962b061,(Три...{w} Два...{w} Один...{w} ВПЕРЕД!),,,,,,"S ""%%"""
,centered_d075e71d,Сара сделала быстрый рывок...,,,,,,"centered ""%%"""
,centered_33c2c092,"Как только голова и часть туловища Сары оказались на противоположной стороне, она почувствовала, что стена зашевелилась. Не успела Сара опомнится, как осознала, что уже застряла.",,,,,,"centered ""%%"""
,S_81fcc0fb,Черт! Как такое может быть?,,,,,,"S ""%%"""
,S_7655efd3,"Я была уверена, что у меня получится...",,,,,,"S ""%%"""
,narrator_8caca752,Сара не бросала попыток освободиться из этой ловушки.,,,,,,"""%%"""
,S_33ef7ab6,"Ах... черт, мне надо убраться отсюда, пока этот извращенец не пришел сюда...",,,,,,"S ""%%"""
,C_7be62537,(Тебе не выбраться отсюда.),,,,,,"C ""%%"""
,S_f3fd51e2,Заткнись! У меня все получится.,,,,,,"S ""%%"""
,C_317b777b,"(Если хочешь, я могу позвать Стукова и...)",,,,,,"C ""%%"""
,S_0f2e1c04,!!!,,,,,,"S ""%%"""
,S_3ebdb9d4,Не думай этого сделать!,,,,,,"S ""%%"""
,S_2c797c8d,Этот... извращенец снова будет делать мои... голограммы... а потом...,,,,,,"S ""%%"""
,C_330d8aaa,"(То есть, ты предпочитаешь оставаться в такой позе тут?)",,,,,,"C ""%%"""
,S_3aaae509,"Нет, я сейчас освобожусь!",,,,,,"S ""%%"""
,C_8ec4fb89,(Как скажешь.),,,,,,"C ""%%"""
,S_c7431203,Ну давай же...,,,,,,"S ""%%"""
,centered_ccdc5918,Прошло некоторое время.,,,,,,"centered ""%%"""
,narrator_b8d6941f,Все это время Сара пыталась выбраться с этой ловушки.,,,,,,"""%%"""
,narrator_ec521839,"Сара услышала, как дверь в ее комнату открылась. Это был Стуков.",,,,,,"""%%"""
,Aside4_9fd525b5,"Ну что, как тут поживает моя плен...",,,,,,"Aside4 ""%%"""
,Aside8_c913caf9,!!!,,,,,,"Aside8 ""%%"""
,S_4caa0429,"Черт, его тут еще не хватало... я почти освободилась!",,,,,,"S ""%%"""
,Aside8_02d4e57b,А что это у нас тут?,,,,,,"Aside8 ""%%"""
,Aside4_87ed8c40,Хе-хе-хе.,,,,,,"Aside4 ""%%"""
,Aside3_70b12a52,"Похоже, кто-то совсем не учится на своих ошибках. Наверное, я был достаточно мягок в прошлый раз.",,,,,,"Aside3 ""%%"""
,S_2f384eb3,"Эй, выпусти меня скорее!",,,,,,"S ""%%"""
,Aside11_a36c43a2,"Ну ничего, на этот раз она точно усвоит этот урок.",,,,,,"Aside11 ""%%"""
,S_fcca66af,"(Он что, не слышит меня??? Нет, мне кажется, он специально игнорирует меня...)",,,,,,"S ""%%"""
,narrator_105f00c3,"Сара почувствовала, как ее нижняя часть брони была отстегнута.",,,,,,"""%%"""
,S_ff4bdd85,"Эй, стой, нет... Ч-что ты собираешься делать! Выпусти меня!",,,,,,"S ""%%"""
,Aside11_39dd0a4a,"Аргх, снова этот зад, я обожаю его!",,,,,,"Aside11 ""%%"""
,Aside2_cc930ee4,"Хех, это будет весело.",,,,,,"Aside2 ""%%"""
,S_cb2bf50b,"(Черт, он продолжает меня игнорировать.)",,,,,,"S ""%%"""
,Aside9_7485085c,Настало время преподать непослушной сучке урок.,,,,,,"Aside9 ""%%"""
,S_898d83d2,Ч-что ты собираешься делать???,,,,,,"S ""%%"""
,narrator_e1e81304,*Шлепок*,,,,,,"""%%"""
,S_e0348ce8,Аааааааааай!,,,,,,"S ""%%"""
,narrator_07a4c2b5,"Вместо ответа Сара услышала что-то другое, этот звук эхом раздался по всей комнате.",,,,,,"""%%"""
,narrator_5580ca8b,Сара совсем не ожидала этого.,,,,,,"""%%"""
,S_5bf27e64,"(Ах, черт, ч-что он себе позволяет!)",,,,,,"S ""%%"""
,Aside3_c7769118,Дааа!,,,,,,"Aside3 ""%%"""
,S_77e15d00,Эй! Оставь мои попу в покое! Не смей к ней прикасаться!,,,,,,"S ""%%"""
,S_01ac2a82,"(Черт, этот извращенец, он совсем с ума сошел??)",,,,,,"S ""%%"""
,narrator_e1e81304_1,*Шлепок*,,,,,,"""%%"""
,S_1c56c9cf,Ааааай! П-прекрати это делать!,,,,,,"S ""%%"""
,Aside11_e80ec97a,"Делать что? Я всего лишь наказываю непослушную сучку. Прошлый урок ты плохо усвоила, из-за этого мне пришлось изменить свой подход.",,,,,,"Aside11 ""%%"""
,S_d94808ec,"Х-хватит, освободи меня!",,,,,,"S ""%%"""
,Aside8_f5b3e47c,Ты смеешься? Мы только начали!,,,,,,"Aside8 ""%%"""
,S_727155ee,"Нет! Постой, я усво...",,,,,,"S ""%%"""
,narrator_e1e81304_2,*Шлепок*,,,,,,"""%%"""
,S_8f3cb0d1,Аа-аххх!,,,,,,"S ""%%"""
,narrator_e1e81304_3,*Шлепок*,,,,,,"""%%"""
,S_684be56f,Ахххх!!!,,,,,,"S ""%%"""
,narrator_e1e81304_4,*Шлепок*,,,,,,"""%%"""
,S_2ce57403,АХХХХ!!!,,,,,,"S ""%%"""
,S_7b758b84,"(Ах, черт! Моя попа... она вся горит...)",,,,,,"S ""%%"""
,Aside3_72e4c9dc,"Это уже не похоже на крики от боли. Хах, ты что, мазохистка? Тебе нравится, когда тебя шлепают по заднице?",,,,,,"Aside3 ""%%"""
,S_8e3e5c61,"Нет, это совсем неприятно, это больно! Прекрати это делать.",,,,,,"S ""%%"""
,narrator_e1e81304_5,*Шлепок*,,,,,,"""%%"""
,S_5bcb1900,Ааахххх... ммм...,,,,,,"S ""%%"""
,S_d148a5ab,"(Черт, этого не может быть, почему я издаю такие звуки!!!)",,,,,,"S ""%%"""
