location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,S_050cc4d6,"Кто тебе сказал, что оно доброе? В моей комнате мужик со стоячим членом пялится на меня, чего тут доброго?",,,,,,"S ""%%"""
,A_4fedf61e,"Именно поэтому оно и доброе. Любая другая девушка мечтала бы о таком, хе-хе-хе.",,,,,,"A ""%%"""
,S_1c0b869c,Любая нормальная девушка не мечтает о таком!,,,,,,"S ""%%"""
,A_d381761a,"Сколько людей, столько и мнений. Ну что, ты готова к нашей сегодняшней прогулке?",,,,,,"A ""%%"""
,S_83b5471d,"Что, мы отправимся прямо сейчас? Ты даже не дашь возможности поесть?",,,,,,"S ""%%"""
,A_2fe67d17,"Хех, на самом деле я бы с радостью понаблюдал за этим процессом, в прошлый раз было весьма захватывающе. Да и ты, наверное, опыта поднабралась. Наверняка есть чем меня порадовать, хе-хе-хе.",,,,,,"A ""%%"""
,S_7640462c,"Не дождешься. Ладно. Думаю, я смогу потерпеть. Пойдем, одна нога здесь, другая тоже здесь.",,,,,,"S ""%%"""
,A_96eefe09,"Подумай дважды, мне не сложно подождать.",,,,,,"A ""%%"""
,S_caeee25d,"Арг, ты вообще можешь эту штуку контролировать?",,,,,,"S ""%%"""
,A_6b4b9c2f,"Это он тебе подсказывает правильный выбор. Видимо, ему тоже интересно.",,,,,,"A ""%%"""
,S_20b801b2,"Нет, нужно покончить с этим как можно быстрее! Идем.",,,,,,"S ""%%"""
,A_63510460,"А в тебе, смотрю, много энергии появилось. Куда сегодня направимся? Уже решила?",,,,,,"A ""%%"""
,narrator_89dcb10f,"Сара проснулась, не вставая с кровати оглядела комнату. Стукова не было. Девушка радостно вскочила.",,,,,,"""%%"""
,S_04e825c1,Неужели извращенец забыл про меня?!,,,,,,"S ""%%"""
,S_c991ed82,"(Вряд ли. Может, у него неотложные дела. Тогда я спасена. И мне не придется сегодня идти с ним!)",,,,,,"S ""%%"""
,S_45b943f1,"(Хотя, должна признать, это оказалось более увлекательным, чем я ожидала.)",,,,,,"S ""%%"""
,C_eb84d8a5,"(Да и тренировка быстрее проходит, если тебе нравится то, чем занимаешься.)",,,,,,"C ""%%"""
,S_23b7a0fb,"А я и не говорила, что мне это нравится. 'Увлекательно' и 'нравится' это разные вещи.",,,,,,"S ""%%"""
,S_d931dbce,"Хм, и чем же мне заняться...",,,,,,"S ""%%"""
,A_e0ed9b69,"Моя милая Сара, как же я был удивлен этим вызовом! Кстати, как раз думал о тебе!",,,,,,"A ""%%"""
,narrator_d92dd7ef,Девушка указала на покачивающийся болт Стукова.,,,,,,"""%%"""
,S_28cf41ae,Я вижу.,,,,,,"S ""%%"""
,A_b87eabf2,"Это мой комплимент тебе, хе-хе. Так что, все же решила и сегодня прогуляться, да?",,,,,,"A ""%%"""
,S_af30ecb4,"Ты сегодня не пришел, вот мне пришлось звать тебя самой!",,,,,,"S ""%%"""
,A_9fb9d77e,"Это весьма неожиданно для меня, хе-хе. Ты ведь не особо спешила гулять со мной.",,,,,,"A ""%%"""
,S_fd63bc28,"Да, но раз ты решил помогать, то нужно это делать до конца. Нельзя просто так взять и отказаться от своих слов.",,,,,,"S ""%%"""
,A_22dfd565,"Кто-то тут ищет повод для того, чтобы побродить по кораблю, в котором полно разных созданий, хе-хе-хе.",,,,,,"A ""%%"""
,S_69b5f597,Называй это своими словами - тренировка!,,,,,,"S ""%%"""
,S_0db10a96,"Я должна не бежать от таких мелочей, а смотреть им прямо в лицо.",,,,,,"S ""%%"""
,narrator_27ee8a45,Стуков посмотрел на Сару с легким удивлением и продолжил.,,,,,,"""%%"""
,A_f44f4fd0,"Хе-хе-хе, я рад, что ты так ответственно отнеслась к заданию. Это весьма похвально.",,,,,,"A ""%%"""
,S_f0c587f9,"Мои глаза выше, вообще-то.",,,,,,"S ""%%"""
,A_f55c4390,"Я знаю, но предпочитаю смотреть в эти 'глаза'. Ха-ха-ха.",,,,,,"A ""%%"""
,A_ae28e5b3,Ты готова к новой прогулке?,,,,,,"A ""%%"""
,S_fccdaf86,Готова. Идем.,,,,,,"S ""%%"""
,A_f7722bf6,Вот это энтузиазм!,,,,,,"A ""%%"""
,narrator_9c251875,Стуков поспешил за решительно устремившейся в коридор Сарой.,,,,,,"""%%"""
,A_8b43b6ef,И куда мы сегодня направимся?,,,,,,"A ""%%"""
,S_02bce506,Мы пойдем к Владычице.,,,,,,"S ""%%"""
,A_ca08c37c,Рассчитываешь на ее нежность и ласку? Я давно приметил за тобой наклонности к странному!,,,,,,"A ""%%"""
,S_123045f2,"Это ты здесь странный! Может, она сможет помочь установить контакт с Роем. Она же Владычица!",,,,,,"S ""%%"""
,A_e3fb5ed3,"Хм... А я думал, что ты наконец решила совратить ее своим телом и похотливым желанием.",,,,,,"A ""%%"""
,S_3a2cf120,"Если это и случится, то точно без тебя!",,,,,,"S ""%%"""
,S_71b9bccd,"(Я что, всерьез допускаю такую возможность?! Совратить Владычицу?!)",,,,,,"S ""%%"""
,narrator_d593bc6c,"Всю дорогу вплоть до тронного зала Владычицы Стуков продолжал выкидывать фортели, смущавшие Сару. Наконец они добрались до цели.",,,,,,"""%%"""
,A1side2_88637c8d,Ну вот мы и на месте.,,,,,,"A1side2 ""%%"""
,narrator_f730838b,"Владычица с удивлением посмотрела на обнаженных Сару и Стукова, только что вошедших в ее зал.",,,,,,"""%%"""
,Q_1d36fb21,"Надо же... Я думаю, что вы пришли не просто показать свои тела. И уж точно не для того, чтобы я вас обручила, будучи верховной властью на корабле!",,,,,,"Q ""%%"""
,S_821d90a6,(Этого мне не хватало!!!),,,,,,"S ""%%"""
,S_4694aa7d,"Владычица, это тренировка! Я должна привыкнуть ходить голой. Одежда мешает моей связи с Роем...",,,,,,"S ""%%"""
,Q_dbb0830e,"Прекрасно! Ну а Стуков поддержал тебя в этом начинании, чтобы тебе не было одиноко.",,,,,,"Q ""%%"""
,Q_3c5f6cd0,"Ха-ха-ха, хорошо, очень хорошо. Я горжусь вашим стремлением к совершенству!",,,,,,"Q ""%%"""
,Q_7b7f0cfc,"Но, мне кажется, тут есть еще один скромный, но крайне немаловажный участник этой тренировки... Сай'мон, это все - твоя задумка?",,,,,,"Q ""%%"""
,C_8d9eb01f,"(Да, Владычица. Это тренировка Сары в рамках моего способа установления контакта с Роем.)",,,,,,"C ""%%"""
,C_9a637608,"(Я нашел аномальный уровень активности в ее голове от одних только мыслей, что ее могут заметить. И решил воспользоваться этим. Это, несомненно, должно помочь достижению нашей цели.)",,,,,,"C ""%%"""
,Q_634661f0,"Так мал телом, но так велик умом! Ты - одно из самых лучших моих творений! Твой потенциал мне кажется безграничным! Продолжай в том же духе.",,,,,,"Q ""%%"""
,Q_4437da03,"Сегодня все было так обыденно и скучно, а тут вы... Думаю, мы можем помочь друг другу. Делать все равно особо нечего, а Абатур, как всегда, занят своими исследованиями...",,,,,,"Q ""%%"""
,Q_74cd398b,Вы же не против беседы со мной?,,,,,,"Q ""%%"""
,A1side4_0f229698,"Я всегда не против поговорить, хе-хе-хе.",,,,,,"A1side4 ""%%"""
,S_c5227583,"О чем же, Владычица?",,,,,,"S ""%%"""
,S_6c8d53ca,"(Думаю, никому хуже от простой беседы не будет. Было бы, конечно, лучше, если бы на мне были вещи...)",,,,,,"S ""%%"""
,narrator_49062b7a,"Взгляд Владычицы прошелся по телу Сары, потом перепрыгнул на горделивого Стукова и остановился на его члене.",,,,,,"""%%"""
,Q_ec7d1836,"Сара, давай поговорим про самую выдающуюся часть мужчины...",,,,,,"Q ""%%"""
,S_b590d489,Про их самомнение?,,,,,,"S ""%%"""
,Q_fdf84d13,Нет. Про члены. Мне всегда было интересно мнение терран на эту тему.,,,,,,"Q ""%%"""
,S_6c78b5c4,Про члены?,,,,,,"S ""%%"""
,S_193de8cd,"Б-боюсь, я не самый большой эксперт в этом вопросе...",,,,,,"S ""%%"""
,S_3cf8b22d,"(Блин! Она что, серьезно хочет говорить про их пиписьки?! Рядом с этим извращенцем?!)",,,,,,"S ""%%"""
,A1side4_40094178,"Сара! Не скромничай! У такой красотки, как ты, должен быть большой опыт и обоснованное мнение!",,,,,,"A1side4 ""%%"""
,S_aaef6d27,Ну... Может быть...,,,,,,"S ""%%"""
,S_99d9b02b,"(Как только подумала, что все обошлось, так на тебе... про члены она захотела говорить... на этом корабле вообще нет ни единого месте, где можно было отойти от всех этих извращений...)",,,,,,"S ""%%"""
,Q_cc6befcc,Отлично! Начнем с личных вкусов. Какие члены тебе нравятся?,,,,,,"Q ""%%"""
,S_da78da71,(Как-будто у меня был огромный выбор! Рассказывать про члены... Вот так...),,,,,,"S ""%%"""
,narrator_2b543458,"Сара на секундочку замешкалась, видимо, она не совсем хотела отвечать на данный вопрос.",,,,,,"""%%"""
,narrator_8645c8b1,В то же время Стуков хотел помочь Саре и всеми способами пытался привлечь ее внимание к своему члену.,,,,,,"""%%"""
,S_42060bf7,"(Он что хочет, чтобы я сказала о его члене? Ну уж нет...)",,,,,,"S ""%%"""
,S_2996c51f,Ну... обычные... там...,,,,,,"S ""%%"""
,A_c8b07dd5,...,,,,,,"A ""%%"""
,Q_591fa5a0,Сара! Это никуда не годится! Женщине пристало иметь точное и конкретное мнение по такому важному вопросу!,,,,,,"Q ""%%"""
,Q_998a1e77,Давай начнем с самого очевидного: размер.,,,,,,"Q ""%%"""
,Q_70a7431c,"Какие ты любишь? Огромные? Чтоб рвал по швам? Или маленькие, чтобы болтался как карандаш в стакане?",,,,,,"Q ""%%"""
,S_c199cded,"(Размер члена... если я им скажу, что мне нравятся большие, то они посчитают меня извращенкой...)",,,,,,"S ""%%"""
,narrator_6680595b,"Стуков со своей стороны снова пытался помочь Саре с ответом, указывая на свой член и подмигивая Саре.",,,,,,"""%%"""
,narrator_6b7b750c,"Сара вспыхнула красным цветом, смущение залило ее лицо, перетекло на шею и плавно спустилось на грудь. Торчащие сосочки наливались тяжестью и крепостью.",,,,,,"""%%"""
,S_3d7d882a,"(Идиот, прекрати показывать на него!)",,,,,,"S ""%%"""
,Q_9bd4c422,"Ладно, раз ты молчишь, то я начну первая. Мне нравятся толстые, крепкие и длинные члены. Они должны только лишь своим видом показывать истинные намерения.",,,,,,"Q ""%%"""
,Q_2ab538f6,"Демонстрировать, что самец хочет тебя и готов разорвать твою нежную дырочку. Ты должна кричать от боли и удовольствия!",,,,,,"Q ""%%"""
,S_c043065f,"Нуу... Не так, чтобы порвать мою киску, но чтобы слегка растянул... Это для чувствительности... И длинный... Да. Но не так, чтобы органы на себя намотал.",,,,,,"S ""%%"""
,S_b2e84edd,"(Надеюсь, не спалилась...)",,,,,,"S ""%%"""
,narrator_e7aa9d04,"Стуков внимательно оглядел свой член, уже окрепший и готовый к подвигам. Убедился, что он подходит требованиям Сары, и одобрительно кивнул ей.",,,,,,"""%%"""
,S_a50cc512,"(Идиот, я не про его член говорила!!!)",,,,,,"S ""%%"""
,Q_f01896ee,"Отлично, Сара. Ты довольно откровенна с нами, я люблю это. А как насчет формы члена? Прямой, горбатый, кривой...? Может, у тебя есть какие-то особенные предпочтения?",,,,,,"Q ""%%"""
,S_987e3580,"(Черт, зачем она спрашивает прямо о таких подробностях...?! Что ответить? Прямой с нужными мне размерами, наверное... Да.)",,,,,,"S ""%%"""
,narrator_eef1f27a,"Пока Сара обдумывала форму члена по душе, Стуков снова начал указывать на свой член и вилял им во все стороны.",,,,,,"""%%"""
,S_f8b4d56c,"(Прекрати уже, извращенец!)",,,,,,"S ""%%"""
,S_e8d613aa,...,,,,,,"S ""%%"""
,S_35e8bf06,Мне нравятся прямые члены. Они... универсальны.,,,,,,"S ""%%"""
,Q_ec25cc86,"Сара, это так удивительно, мы с тобой в чем-то схожи! Ты смогла меня удивить!",,,,,,"Q ""%%"""
,S_62233f1d,(Себя тоже я удивила!),,,,,,"S ""%%"""
,Q_b4007245,"Я тоже люблю, когда член может достать до моей матки и войти в нее. Не знала, что и тебе такое нравится.",,,,,,"Q ""%%"""
,S_7e374087,!!!,,,,,,"S ""%%"""
,S_a6578e47,(Я не это имела в виду...),,,,,,"S ""%%"""
,Q_7322dbcc,"С этим мы определились, идем дальше. Теперь что касается запаха члена твоей мечты, каким он должен быть?!",,,,,,"Q ""%%"""
,S_7e374087_1,!!!,,,,,,"S ""%%"""
,S_e4226b57,Никакой! Гигиена превыше всего!,,,,,,"S ""%%"""
,Q_70689c84,"Ты еще так неопытна... Видимо, ты недооцениваешь такие вещи, как аромат. В будущем это может сыграть с тобой злую шутку. Так что, думаю, я могу поделиться своей мудростью.",,,,,,"Q ""%%"""
,Q_f77054e2,"Слушай внимательно: настоящий член должен не только заводить тебя одним своим видом. Но и, конечно, же своим запахом.",,,,,,"Q ""%%"""
,Q_8ca6b41e,"Первым же делом женщине нужно как следует попробовать и запомнить аромат члена своего самца. Правильная реакция на запах сильного это когда при одном только его ощущении ты уже начнешь терять голову. Мысли будут только о том, чтобы как можно быстрее запрыгнуть на этот член. И не отпускать его.",,,,,,"Q ""%%"""
,Q_aab90f3d,"Но самое главное это не терять голову полностью. Отдаться инстинктам можно, но не до конца. В противном случае ты окончательно потеряешь голову и превратишься в безмозглую куклу, которая думает только о членах. Поддавайся чувствам, но не проигрывай. Преодолевай их и стань сильнее, сильнее всех этих членов.",,,,,,"Q ""%%"""
,Q_f1c8b436,"Так что нюхай и запоминай любые члены, что тебе попадутся на твоем нелегком пути.",,,,,,"Q ""%%"""
,S_e8d613aa_1,...,,,,,,"S ""%%"""
,S_b6818bce,Э-это грязно и у-ужасно...,,,,,,"S ""%%"""
,S_360862c6,"(Запоминать... я вообще не думаю, что это кому-то может хоть чем-то помочь!!!)",,,,,,"S ""%%"""
,Q_8872e831,"Ха-ха-ха, думаю что-то я слишком переборщила. Ничего, со временем ты все это поймешь. Всему свое время.",,,,,,"Q ""%%"""
,Q_32860ba5,"Да, кстати, Сара, моя дорогая, нравится ли тебе член Стукова? Ведь он полностью подходит под твои требования? Конечно, если не брать в расчет запах.",,,,,,"Q ""%%"""
,A1side4_27769a80,"Хе-хе-хе, Владычица все знает о моем члене.",,,,,,"A1side4 ""%%"""
,Q_f3c02843,"Еще бы, сколько ночей напролет мы убили с этим прекрасным членом.",,,,,,"Q ""%%"""
,S_e8d613aa_2,...,,,,,,"S ""%%"""
,S_43f1b144,"Да... Стуков, конечно придурок и извращенец. Но природа не виновата, она не может успеть везде.",,,,,,"S ""%%"""
,S_e1658628,"Ну... Он приемлем. Если бы Стуков хоть иногда давал ему покой, я думаю, они нашли бы взаимопонимание.",,,,,,"S ""%%"""
,A1side2_5d9d8ef8,"Спасибо, Сара, я знал, у нас есть будущее! Хе-хе-хе.",,,,,,"A1side2 ""%%"""
,S_6b3d8920,"(Не то, о котором ты думаешь!)",,,,,,"S ""%%"""
,Q_58328278,"Молодость... Как же это прекрасно. Наслаждайтесь каждым мгновением. Ваша бурная энергия молодости зарядила меня. Ну, а теперь я должна вернуться к своим делам. Думаю, вам пора идти.",,,,,,"Q ""%%"""
,narrator_2520008d,"Подчиняясь Владычице, Сара и Стуков покинули тронный зал.",,,,,,"""%%"""
,A_dc1fa2b7,"А ты молодец, на лету схватывала мои подсказки.",,,,,,"A ""%%"""
,S_c57ec63e,"Я так и знала, что ты скажешь об этом. Это просто совпадение, не более.",,,,,,"S ""%%"""
,A_80667357,"Ха-ха-ха, да-да-да, особенно когда отвечала владычице. Ты пыталась быстренько посмотреть одним глазком на мой член. Будто первоклассница, пытающаяся списать у одноклассника. Ха-ха-ха.",,,,,,"A ""%%"""
,S_a9ad9c31,"Идиот... ты вилял своим членом слишком сильно, я просто не хотела, чтобы твоя смазка попала на меня.",,,,,,"S ""%%"""
,A_c62fd56b,"Да ладно тебе, я совсем не против. Наоборот, хотел тебе помочь. Ты же уже не раз восхищалась моим членом.",,,,,,"A ""%%"""
,A_58255f46,"Ладно. Думаю, нам пора возвращаться.",,,,,,"A ""%%"""
,S_ce23cfc5,"(Стуков не сильно ладит с Абатуром. Думаю, пойдя туда, я смогу избавиться от него хотя бы ненадолго.)",,,,,,"S ""%%"""
,S_1d94ba56,Идем в Зал эволюции.,,,,,,"S ""%%"""
,A_3c7009fc,"Хочешь порадовать Абатура своими дойками? Ты же знаешь, он не оценит это так, как я.",,,,,,"A ""%%"""
,S_6820f0f9,"Вот именно поэтому я и хочу к нему пойти. Там не будет рядом озабоченного, который постоянно пялится на меня и виляет своим членом направо и налево.",,,,,,"S ""%%"""
,A_d4885a47,Я еще могу вверх-вниз.,,,,,,"A ""%%"""
,S_ac1d886c,Как всегда ужасно...,,,,,,"S ""%%"""
,A_25cc4add,А теперь вперед-назад!,,,,,,"A ""%%"""
,narrator_bad553c9,*Фап-фап-фап*,,,,,,"""%%"""
,S_1ccaf5d1,"Идиот, сейчас же прекрати!",,,,,,"S ""%%"""
,A_cdb76900,Ха-ха-ха-ха!,,,,,,"A ""%%"""
,A_cf6b496d,"Ну ты давай там не задерживайся, а то мой дружок будет по тебе скучать.",,,,,,"A ""%%"""
,A_f7a02537,Помашешь ему ручкой?,,,,,,"A ""%%"""
,S_0b0ff4fe,...,,,,,,"S ""%%"""
,S_f01e8f43,У меня вообще в голове не укладывается как ты стал адмиралом...,,,,,,"S ""%%"""
,A_5de19941,"Вице-адмиралом, попрошу.",,,,,,"A ""%%"""
