location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,AB_79b5e496,"Изменения запрещены, эксперименты запрещены. Ищу иной путь.",,,,,,"AB ""%%"""
,S_df77f0c9,"(Это он про Сай'мона, что ли?)",,,,,,"S ""%%"""
,AB_e4979a27,"Вопрос не распознается, не обнаружена логическая структура.",,,,,,"AB ""%%"""
,AB_c16e5645,Найдены приемлемые способы. Нужен материал.,,,,,,"AB ""%%"""
,narrator_f0be3a34,*Укол*,,,,,,"""%%"""
,narrator_4d0689f5,Абатур одним быстрым движением своей конечности сделал небольшой укол в области руки.,,,,,,"""%%"""
,S_d48a7fec,Ауч!,,,,,,"S ""%%"""
,S_2743903d,Ч-что это было?,,,,,,"S ""%%"""
,AB_92ced317,"Тебе нужно получить связь с Роем, могу помочь.",,,,,,"AB ""%%"""
,AB_aa190883,"Нужно изучить эссенцию. Нужны улучшения. Требуется время, вернись завтра.",,,,,,"AB ""%%"""
,narrator_d44fc2dc,После чего Абатур сразу же зарылся под поверхность и Сара осталась совсем одна в этом огромном помещении.,,,,,,"""%%"""
,S_a4dad63b_2,...,,,,,,"S ""%%"""
,S_35abb392,Ч-что это вообще было?,,,,,,"S ""%%"""
,S_a4dad63b_3,...,,,,,,"S ""%%"""
,S_cafe0dcb,"Хм... рука уже совсем не болит... Думаю, нужно выбираться отсюда...",,,,,,"S ""%%"""
,narrator_b270d8cc,Сара быстрым шагом направилась в сторону огромных дверей.,,,,,,"""%%"""
,narrator_38e1a9a0,"Выйдя из помещения, Сара увидела Стукова, который ждал ее.",,,,,,"""%%"""
,A_e1f2de42,"Ооо, ты уже вернулась. Как все прошло?",,,,,,"A ""%%"""
,S_65675ad3,"Я... даже не знаю, что сказать. Это очень странное существо...",,,,,,"S ""%%"""
,A_ff200bd2,"Хех, я тебя сразу предупреждал.",,,,,,"A ""%%"""
,C_f26a53af,(А вот мне он понравился.),,,,,,"C ""%%"""
,S_3ffb502d,"(Сай'мон? Ты не отзывался, когда я звала тебя...)",,,,,,"S ""%%"""
,C_2547f613,"(Как только ты зашла в это помещение, я утратил возможность говорить с тобой. Поэтому и не отзывался.)",,,,,,"C ""%%"""
,A_f35e5295,"Раз мы с этим закончили, то можем возвращаться.",,,,,,"A ""%%"""
,A_49a63374,"Отлично, я рад, что все так быстро закончилось. Теперь ты знаешь, кто такой Абатур, и можешь сделать выбор.",,,,,,"A ""%%"""
,S_6386efc6,"Сделать выбор... как будто я знаю, что он собрался делать...",,,,,,"S ""%%"""
,A_03ff44ae,Тссс... дай мне договорить.,,,,,,"A ""%%"""
,A_9981e009,"В двух словах: с помощью Абатура ты быстро и без особых усилий освоишь данную технику, но его способы могут быть совершенно мерзкими.",,,,,,"A ""%%"""
,A_6444ac7b,"Ну, а с Сай'моном тебе придется приложить некоторые усилия и путь этот может быть более долгим. Но выбор за тобой.",,,,,,"A ""%%"""
,S_0e19c1bc,"Все равно ничего не понятно... этот Абатур мне совсем ничего не сказал... что он собирается делать, как он собирается делать...",,,,,,"S ""%%"""
,A_e60f405c,"Ха-ха-ха, так в это весь и сок!",,,,,,"A ""%%"""
,S_a4dad63b_4,...,,,,,,"S ""%%"""
,S_b56d64e9,(Фантомный выбор какой-то...),,,,,,"S ""%%"""
,S_070d6983,"Ладно, мне нужно выбрать прямо сейчас?",,,,,,"S ""%%"""
,A_304a817c,"Не обязательно, ты лучше сейчас отдохни, займись своими делами, как следует подумай. Если захочешь воспользоваться помощью Абатура, то просто позови меня и я отведу тебя к нему. Если нет, то ты знаешь, где найти Сай'мона.",,,,,,"A ""%%"""
,A_42e238c5,"А теперь попрошу простить меня, у меня появились неотложные дела. Нужно срочно немного расслабиться. Хе-хе-хе.",,,,,,"A ""%%"""
,S_a4dad63b_5,...,,,,,,"S ""%%"""
,narrator_a8141af4,Стуков неспешно вышел из комнаты Сары.,,,,,,"""%%"""
,S_96e34f15,"(Он вообще что-то еще делает, кроме как дрочит?)",,,,,,"S ""%%"""
,C_b8d1858c,(Ты его уже так хорошо знаешь.),,,,,,"C ""%%"""
,S_ff5b0ef6,"(Да тут не нужно его хорошо знать. Это единственное, чем он занимается...)",,,,,,"S ""%%"""
,C_c1781451,(Тебе виднее.),,,,,,"C ""%%"""
,S_3a2bc98e,"(Ладно, что касается выбора... с одной стороны быстрый способ, но неизвестно, что за методы у этого Абатура...)",,,,,,"S ""%%"""
,S_041c7a83,"(А с другой стороны более долгий и, так сказать, тернистый путь. Но зато без всяких мерзостей. Верно я говорю, Сай'мон?)",,,,,,"S ""%%"""
,C_2790f276,(Кто знает.),,,,,,"C ""%%"""
,S_6e9a1f4c,"(Сай'мон, что это значит?)",,,,,,"S ""%%"""
,C_c323b479,"(Ха-ха-ха, ну это сложно так просто сказать. Вот в Академии призраков сколько тебе времени понадобилось, чтобы освоить пси-силу?)",,,,,,"C ""%%"""
,S_a406a937,(Много... и я бы никому не советовала пройти этот путь...),,,,,,"S ""%%"""
,C_f33ebf6f,"(Тут все зависит от многих факторов, так что я не могу тебе сейчас точно сказать.)",,,,,,"C ""%%"""
,S_e6eff5ae_1,(Хорошо.),,,,,,"S ""%%"""
,narrator_d18e9ac4,"Вам доступен выбор развития данной ситуации. Чтобы начать путь Саймона, просто поговорите с ним. Если хотите пройти путь Абатура, попросите Стукова отвести вас к нему.",,,,,,"""%%"""
,narrator_ca6be677,"Внимание, варианты в данном ивенте взаимоисключающие. Выбрав один путь, вы потеряете возможность поменять свое решение.",,,,,,"""%%"""
