location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,S_b7b2d421,Я... я не могу...,,,,,,"S ""%%"""
,Aside8_f3feb984,???,,,,,,"Aside8 ""%%"""
,Aside9_20f43a0a,Вот как...,,,,,,"Aside9 ""%%"""
,Aside8_0317c1dc,Хорошо.,,,,,,"Aside8 ""%%"""
,Aside1_36a4c679,Я не буду настаивать на этом.,,,,,,"Aside1 ""%%"""
,Aside1_c4295de8,"Но не забывай, чем дольше ты упираешься, тем дольше будешь оставаться тут!",,,,,,"Aside1 ""%%"""
,Aside1_cac7083a,"А теперь одевайся, на сегодня всё.",,,,,,"Aside1 ""%%"""
,S_a09f602f_1,...,,,,,,"S ""%%"""
,narrator_7c6e8130,Стуков выходит из комнаты. Дверь закрывается.,,,,,,"""%%"""
,C_1c9ecb97,"(Я рассчитывал, что ты справишься. Жаль...)",,,,,,"C ""%%"""
,S_5df9c1e6,Мне было так стыдно... я... я...,,,,,,"S ""%%"""
,C_d0cbfb5d,"(Ладно, не волнуйся. В следующий раз у тебя все должно получиться.)",,,,,,"C ""%%"""
,S_68e28cda,Да! Я справлюсь и выберусь из этого ужасного места!,,,,,,"S ""%%"""
,narrator_dec0cb67,Стуков встает в углу комнаты.,,,,,,"""%%"""
,Aside10_affb4083,"Я готов. Давай, начинай.",,,,,,"Aside10 ""%%"""
,narrator_0864a570,Сара снимает с себя верх брони и остается в лифчике.,,,,,,"""%%"""
,narrator_3c03b9ae,На ее лице сразу же появляется румянец.,,,,,,"""%%"""
,Aside11_84a6d4f6,"Хорошо, в этот раз ты уже смелее. Теперь давай дальше.",,,,,,"Aside11 ""%%"""
,S_e9e39798,...,,,,,,"S ""%%"""
,C_ad7beee0,"(Давай, девочка. У тебя хорошо получается.)",,,,,,"C ""%%"""
,narrator_3c09a3ef,Сара снимает лифчик.,,,,,,"""%%"""
,narrator_7dd1c231,Она еще сильнее краснеет и прикрывает грудь рукой.,,,,,,"""%%"""
,narrator_ec6c9994,Сара тяжело дышит.,,,,,,"""%%"""
,S_d8d7bd9d,"(Мне так стыдно, я раздеваюсь перед незнакомцем...)",,,,,,"S ""%%"""
,S_f6e2b294,"(Но если я справлюсь и вытерплю все это, то меня отпустят домой.)",,,,,,"S ""%%"""
,narrator_6157eb1d,"Сара убирает руку, обнажая прекрасную упругую грудь.",,,,,,"""%%"""
,narrator_fa06e84b,"Сердцебиение Сары сильно возросло. Ее соски набухают, а грудь сексуально вздымается в такт дыханию.",,,,,,"""%%"""
,Aside11_00b5d008,Ихихи.,,,,,,"Aside11 ""%%"""
,Aside10_dd6146d2,Прекрасная грудь!,,,,,,"Aside10 ""%%"""
,Aside11_e62cee3b,Ты молодец.,,,,,,"Aside11 ""%%"""
,Aside11_aee58980,А теперь давай займемся нижней частью.,,,,,,"Aside11 ""%%"""
,S_73f8fa6c,Ч... что?,,,,,,"S ""%%"""
,S_99f6043e,Но... я...,,,,,,"S ""%%"""
,S_f93bf352,Я... я не могу...,,,,,,"S ""%%"""
,Aside2_0ddd32c1,"Деточка, ты должна была уже привыкнуть к моей компании.",,,,,,"Aside2 ""%%"""
,Aside3_63ff914c,"Вот если ты меня попросишь раздеться, то я это моментально сделаю, не раздумывая ни минуты!",,,,,,"Aside3 ""%%"""
,Aside8_c88bfcaf,Хочешь?,,,,,,"Aside8 ""%%"""
,S_ea75e3da,!!!,,,,,,"S ""%%"""
,S_5a25d4cd,"Ч-что ты такое говоришь, я не хочу это видеть!",,,,,,"S ""%%"""
,Aside4_62067fec,А зря...,,,,,,"Aside4 ""%%"""
,S_e9e39798_1,...,,,,,,"S ""%%"""
,Aside8_c83e8655,"Ты хочешь, чтобы все поскорее закончилось?",,,,,,"Aside8 ""%%"""
,S_0640b3b7,... Да... ,,,,,,"S ""%%"""
,Aside11_94205da6,Тогда сделай это! Кроме меня тебя никто больше не увидит.,,,,,,"Aside11 ""%%"""
,C_ec1190c2,"(Эмм... кажется, про меня все забыли...)",,,,,,"C ""%%"""
,S_c97e5357,(!!!),,,,,,"S ""%%"""
,S_e9e39798_2,...,,,,,,"S ""%%"""
,narrator_26472966,Сара отсоединила нижнюю часть брони и теперь виднеются ее трусики.,,,,,,"""%%"""
,S_c444a5ff,Доволен?,,,,,,"S ""%%"""
,Aside11_12cd21b3,"Охохо, еще как.",,,,,,"Aside11 ""%%"""
,Aside11_e6c52658,"(Не могу дождаться, когда смогу залезть в эти миленькие трусики.)",,,,,,"Aside11 ""%%"""
,S_b73d0a01,П-почему у тебя такое развратное лицо?,,,,,,"S ""%%"""
,Aside9_87031c52,"Кхм, нет, ничего. Я просто задумался.",,,,,,"Aside9 ""%%"""
,Aside2_58aaf949,"Отлично, на сегодня все. Можешь одеваться.",,,,,,"Aside2 ""%%"""
,Aside11_0cfddd3a,"(Отлично, теперь у меня есть материал для дрочки! Гы-гы.)",,,,,,"Aside11 ""%%"""
,narrator_e35af117,"Сара быстро надевает лифчик, а затем и броню.",,,,,,"""%%"""
,narrator_0f7a8495,Стуков поспешно покидает комнату Сары.,,,,,,"""%%"""
,C_80630d0b,(Ты неплохо сегодня постаралась! Такими темпами ты быстро окажешься на воле!),,,,,,"C ""%%"""
,S_2f79df31,С-спасибо.,,,,,,"S ""%%"""
,C_afa27cc8,(Продолжай в том же духе.),,,,,,"C ""%%"""
,A_0731a7c2,"Ну что, ты готова? Сегодня у меня мало времени, так что давай все сделаем в темпе.",,,,,,"A ""%%"""
,S_61f657fb,Я тоже хочу поскорее с этим покончить.,,,,,,"S ""%%"""
,A_4a744d1c,"Отлично, тогда начинай.",,,,,,"A ""%%"""
,narrator_a838c19e,"Стуков отошел в угол комнаты на свое место, а Сара начала снимать с себя броню, оголив верхнюю часть тела.",,,,,,"""%%"""
,Aside11_9693d2be,А теперь лифчик.,,,,,,"Aside11 ""%%"""
,S_063bfb17,...,,,,,,"S ""%%"""
,S_6eab03ec,Я знаю...,,,,,,"S ""%%"""
,narrator_07ac4a7f,Сара неуверенно снимает лифчик и прикрывает свои груди рукой.,,,,,,"""%%"""
,Aside11_b0ab3be3,"Давай же, покажи мне свои прелести.",,,,,,"Aside11 ""%%"""
,S_063bfb17_1,...,,,,,,"S ""%%"""
,narrator_e333e5d4,Сара медленно убирает руку и ее грудь остается незащищенной.,,,,,,"""%%"""
,Aside11_b9d3e97f,"Отлично. Ты, наверное, часто играешься со своей грудью. Хе-хе-хе.",,,,,,"Aside11 ""%%"""
,S_6ad37c2e,!!!,,,,,,"S ""%%"""
,S_b908de5a,Н-неправда!,,,,,,"S ""%%"""
,Aside8_a1010bee,Как можно не играться с такой грудью?,,,,,,"Aside8 ""%%"""
,Aside11_1b2e7c48,"Думаю, я могу устроить тебе небольшой 'расслабляющий массаж'.",,,,,,"Aside11 ""%%"""
,Aside4_d117039c,Ха-ха-ха!,,,,,,"Aside4 ""%%"""
,S_035bddaf,(Снова он задумал какие-то извращения...),,,,,,"S ""%%"""
,Aside1_f098e7c1,"Я уже говорил, что времени у меня мало, давай продолжай. Снимай нижнюю часть.",,,,,,"Aside1 ""%%"""
,S_063bfb17_2,...,,,,,,"S ""%%"""
,narrator_53e82a9a,Сара неуверенно снимает нижнюю часть брони. Стукову открывается прекрасный вид на ее трусики.,,,,,,"""%%"""
,Aside11_3aca520b,Милые трусики. Ха-ха-ха!,,,,,,"Aside11 ""%%"""
,S_209f937e,Можно было бы и воздержаться от таких комментариев...,,,,,,"S ""%%"""
,Aside4_a7e95749,"Ха-ха-ха. Все только ради тебя, милочка.",,,,,,"Aside4 ""%%"""
,Aside10_3d61ad0d,"Отлично, а теперь и их снимай!",,,,,,"Aside10 ""%%"""
,S_6ad37c2e_1,!!!,,,,,,"S ""%%"""
,Aside11_8b076650,"Да-да-да, ты все правильно услышала. Будь умницей.",,,,,,"Aside11 ""%%"""
,S_063bfb17_3,...,,,,,,"S ""%%"""
,S_bfee1c1c,Я поняла...,,,,,,"S ""%%"""
,narrator_1b90580a,Сара неуверенно снимает трусики и быстро прикрывается руками.,,,,,,"""%%"""
,narrator_2a1bef8d,"Она сильно краснеет, пульс участился.",,,,,,"""%%"""
,S_8d8a151e,"... Я не уверена, что готова...",,,,,,"S ""%%"""
,Aside8_0871daf7,"Девочка, я не настаиваю, у меня сегодня много дел.",,,,,,"Aside8 ""%%"""
,narrator_88f8b25f,Стуков начинает идти к выходу.,,,,,,"""%%"""
,S_889d89e2,"Нет, стой!",,,,,,"S ""%%"""
,narrator_81fe8e5e,Стуков останавливается и поворачивается к Саре.,,,,,,"""%%"""
,narrator_1f9c16e1,Сара убирает руки.,,,,,,"""%%"""
,Aside10_ef7f017b,"Охохо, а ты не перестаешь меня удивлять!",,,,,,"Aside10 ""%%"""
,S_cd166854,Этого достаточно...?,,,,,,"S ""%%"""
,Aside11_22c07350,"Постой еще немного, я должен сделать кое-что.",,,,,,"Aside11 ""%%"""
,narrator_1bf97c7f,"Внезапно появляется вспышка света, которая проходит по всему телу Сары.",,,,,,"""%%"""
,S_6ad37c2e_2,!!!,,,,,,"S ""%%"""
,S_29702af3,Ч-что это было?,,,,,,"S ""%%"""
,Aside3_a395bbab,"А, это? Это я сделал себе твою голограмму. Ха-ха-ха.",,,,,,"Aside3 ""%%"""
,S_6ad37c2e_3,!!!,,,,,,"S ""%%"""
,S_14172405,Ч-что??? Голограмму?,,,,,,"S ""%%"""
,S_e8c181f4,З-зачем тебе это?,,,,,,"S ""%%"""
,Aside4_26dba21d,"Меня не будет пару дней, мне нужен материал для дрочки. Ха-ха-ха!",,,,,,"Aside4 ""%%"""
,S_6ad37c2e_4,!!!,,,,,,"S ""%%"""
,S_fc816321,Ах ты грязный извращенец!,,,,,,"S ""%%"""
,Aside8_9bf03df3,Это я-то извращенец?,,,,,,"Aside8 ""%%"""
,Aside10_802a83e0,"Позвала меня сюда, разделась, а извращенец я?",,,,,,"Aside10 ""%%"""
,S_6ad37c2e_5,!!!,,,,,,"S ""%%"""
,S_52b6ee36,"Я делаю это все только потому, что ты мне сказал это сделать!",,,,,,"S ""%%"""
,Aside11_03f24a2c,"Да-да-да, конечно. Ты можешь говорить все, что угодно, но я знаю, что тебя все это очень заводит!",,,,,,"Aside11 ""%%"""
,S_6ad37c2e_6,!!!,,,,,,"S ""%%"""
,S_db5f222f,"Да что ты такое говоришь, чушь собачья!",,,,,,"S ""%%"""
,Aside8_e70d2f74,Да?,,,,,,"Aside8 ""%%"""
,Aside1_24ce7af3,"Сай'мон, подскажи мне, в каком сейчас состоянии находится Сара?",,,,,,"Aside1 ""%%"""
,C_c7d1c85b,(Секундочку... ),,,,,,"C ""%%"""
,S_6ad37c2e_7,!!!,,,,,,"S ""%%"""
,C_d976130f,(Состояние Сары: легкое возбуждение.),,,,,,"C ""%%"""
,Aside10_02f0bfed,"Знай, я всегда узнаю правду, лучше тебе сразу привыкнуть говорить её.",,,,,,"Aside10 ""%%"""
,Aside11_a2f6a70b,"И да, у девушек это в порядке вещей, возбуждаться в такой ситуации...",,,,,,"Aside11 ""%%"""
,Aside1_6bd7cdb6,А теперь мне надо идти.,,,,,,"Aside1 ""%%"""
,Aside10_c125fc97,Спасибо за материал для дрочки. Ха-ха-ха.,,,,,,"Aside10 ""%%"""
,S_6ad37c2e_8,!!!,,,,,,"S ""%%"""
,narrator_ef885f92,Стуков направляется к двери.,,,,,,"""%%"""
,Aside11_598d8cac,"(Интересно, сколько раз я смогу передернуть на нее? Ха-ха-ха.)",,,,,,"Aside11 ""%%"""
,narrator_3f77c584,Стуков покидает комнату Сары.,,,,,,"""%%"""
,S_0eaa9d84,Гребаный извращенец!,,,,,,"S ""%%"""
,C_aa00b158,(Думаешь?),,,,,,"C ""%%"""
,S_756ae2c7,(Я уверена!),,,,,,"S ""%%"""
,C_1a8afeb2,(А вот я не вижу ничего в этом такого...),,,,,,"C ""%%"""
,S_a9751336,"(Может быть, это потому, что ты такой же извращенец, как он? Все зерги такие извращенцы?)",,,,,,"S ""%%"""
,C_ba0dcff5,(...),,,,,,"C ""%%"""
