location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,narrator_79befb42,Сара вышла из длинного коридора. Через несколько минут она подошла к развилке.,,,,,,"""%%"""
,S_4df17d33,"Думаю, лучше пойти направо.",,,,,,"S ""%%"""
,S_e96d0713,"Думаю, лучше пойти налево.",,,,,,"S ""%%"""
,S_a3d8383c,"Мне кажется, я что-то пропустила. Нужно вернуться.",,,,,,"S ""%%"""
,S_89f91320,"Черт, я уже долгое время иду. Когда же я выберусь отсюда?",,,,,,"S ""%%"""
,narrator_ca6eee45,"Пройдя еще чуть-чуть, Сара заметила странную дверь.",,,,,,"""%%"""
,S_b1572041,"Это такая же дверь, как и в мою комнату. Правда, гораздо больше.",,,,,,"S ""%%"""
,S_33ddbe42,Снова эта странная дверь...,,,,,,"S ""%%"""
,S_8f94713a,"Может, эта дверь ведет наружу?",,,,,,"S ""%%"""
,narrator_47fc663c,Какое-то время Сара пытается рассмотреть эту дверь. Но в итоге она не находит ничего для себя полезного.,,,,,,"""%%"""
,S_e87b3553,"Неее, я так не думаю.",,,,,,"S ""%%"""
,S_eaee87a1,Пф... только время зря потратила.,,,,,,"S ""%%"""
,S_687f34ac,"(Возможно, Сай'мон мне что-то расскажет?)",,,,,,"S ""%%"""
,S_585d4ff7,(Сай'мон.),,,,,,"S ""%%"""
,C_ca2437ab,(Да?),,,,,,"C ""%%"""
,S_81e8000d,(Что ты скажешь по этому поводу?),,,,,,"S ""%%"""
,C_1c2750d8,(По какому?),,,,,,"C ""%%"""
,S_0f6fe0f4,...,,,,,,"S ""%%"""
,S_fb2e8473,"(Ты же прекрасно знаешь, о чем я спрашиваю. Зачем придуриваешься?)",,,,,,"S ""%%"""
,C_cb9460de,"(Я хочу, чтобы ты у меня это спросила. Тебя же раздражает, что я всё 'подслушиваю'.)",,,,,,"C ""%%"""
,S_0f6fe0f4_1,...,,,,,,"S ""%%"""
,S_20996cb7,(Что находится за этой дверью?),,,,,,"S ""%%"""
,C_893c03b9,(За этой дверью находится Зал Эволюции.),,,,,,"C ""%%"""
,S_d5c3c2cb,(!!!),,,,,,"S ""%%"""
,S_93913779,(Зал Эволюции? Что это?),,,,,,"S ""%%"""
,C_c7f67b80,"(Тебе точно интересует это? Я могу тебе сказать, что там выхода точно нет.)",,,,,,"C ""%%"""
,S_48264c60,Расскажи мне больше.,,,,,,"S ""%%"""
,C_75f72bfa,"(Зал эволюции это место где мастер мутаций Абатур, проводит свои исследования в эволюции Роя.)",,,,,,"C ""%%"""
,S_296fc8a4,(Абатур? Что это или кто это? Еще одно уникальное существо?),,,,,,"S ""%%"""
,C_cf6c2877,"(Сверхразум создал одного единственного мастера эволюции, чтобы он направлял эволюцию Роя в нужное русло. Абатур, помогает Рою стать опасным оружием, которое уничтожает все на своем пути.)",,,,,,"C ""%%"""
,S_7775d448,(Но для чего ему это?),,,,,,"S ""%%"""
,C_1b668e58,"(Это же очевидно. Сверхразуму нужен Рой, который может адаптироваться к любой ситуации, в которую попадет, к любому врагу, которого встретит. Рою нужно одно единственное сознание, которое могло бы контролировать, какие черты он должен поглощать, а какие нет, и также внедрять генетические структуры в новые выводки.)",,,,,,"C ""%%"""
,C_1a528f7c,(И в Зале Эволюции Абатур проводит свои опыты.),,,,,,"C ""%%"""
,S_7634512c,(Мы столько всего не знаем о Рое...),,,,,,"S ""%%"""
,S_e1d18b3f,"(И это существо, Абатур, он сейчас находится там?)",,,,,,"S ""%%"""
,C_ed5ccb3b,"(Нет, в Зале Эволюции никого нет, кроме подопытных Абатура.)",,,,,,"C ""%%"""
,C_b34a2f47,(Но владычица в скором времени ожидает его прибытие.),,,,,,"C ""%%"""
,S_d5c3c2cb_1,(!!!),,,,,,"S ""%%"""
,S_48075d99,"(Черт, нужно поскорее выбираться отсюда. Я не хочу встретиться с этим чудовищем.)",,,,,,"S ""%%"""
,S_002ee7a0,"(Этого достаточно. Если выхода там нет, то меня не интересует это место.)",,,,,,"S ""%%"""
,S_435b1c47,Я все уже осмотрела в этой локации.,,,,,,"S ""%%"""
,S_36cc1c66,"Тут ничего нет, кроме этой огромной двери.",,,,,,"S ""%%"""
,S_afb1d430,"Возможно, мне стоит осмотреть ее?",,,,,,"S ""%%"""
,S_22dee7b0,"У меня нет времени на это, мне нужно продолжать движение.",,,,,,"S ""%%"""
,S_77eb2148,"Кажется, я что-то пропустила. Лучше вернуться",,,,,,"S ""%%"""
,narrator_813e5429,Сара попала в длинный коридор.,,,,,,"""%%"""
,S_699b7b0d,(Мне кажется или я... уже была тут?),,,,,,"S ""%%"""
,C_e2316dfa,"(Да, ты была уже тут. Тебя вели этим путём к владычице.)",,,,,,"C ""%%"""
,S_9d798da6,(Точно.),,,,,,"S ""%%"""
,S_68805dda,"(Я помню, что когда мне ввели тебя и отправили к владычице, то сначала тащили по этому коридору...)",,,,,,"S ""%%"""
,S_d288dc6f,(А может и не по этому... Тогда у меня не было времени все запомнить...),,,,,,"S ""%%"""
,S_2ea790fd,(Черт!),,,,,,"S ""%%"""
,S_21f0123d,"(Ладно, нужно продолжать искать выход отсюда.)",,,,,,"S ""%%"""
,S_1cb1f4a6,Мне остается только идти вперед.,,,,,,"S ""%%"""
,narrator_8c69396e,Спустя пару минут.,,,,,,"""%%"""
,S_08a63179,"(Я тут подумала: неправильно, что ты можешь знать, что думаю я. Я тоже хочу знать, о чем ты думаешь.)",,,,,,"S ""%%"""
,C_5e6b5bf0,(Ну вообще ты тоже можешь это.),,,,,,"C ""%%"""
,S_2cf5179c,(!!!),,,,,,"S ""%%"""
,S_af40b6f4,(Ты серьезно?),,,,,,"S ""%%"""
,C_41d2f6dc,(Абсолютно.),,,,,,"C ""%%"""
,C_7c04fb1f,"(У тебя есть связь с Роем, а это значит, что ты можешь заглянуть в него, услышать его.)",,,,,,"C ""%%"""
,S_4038d024,(Сейчас попробуем!),,,,,,"S ""%%"""
,narrator_8dcd6795,"Сара закрыла глаза и пыталась сконцентрироваться, чтобы услышать Сай'мона.",,,,,,"""%%"""
,S_a7b33875,...,,,,,,"S ""%%"""
,S_12ed995b,(Ничего не получается...),,,,,,"S ""%%"""
,C_ead807a1,(...),,,,,,"C ""%%"""
,C_2d9b5ad3,(Я попробую объяснить тебе по-другому.),,,,,,"C ""%%"""
,C_e27249b2,"(Представь, что перед тобой находится объект весом в 10948⁶⁵²⁴тонн или 5 976 секстиллионов тонн и тебе нужно его поднять, но при этом ты никогда в жизни не использовала свои мышцы.)",,,,,,"C ""%%"""
,C_342371c8,"(Как думаешь, ты сможешь хоть на чуть-чуть его поднять?)",,,,,,"C ""%%"""
,S_256ff98d,(...),,,,,,"S ""%%"""
,S_5e042c3e,"(Эм, это что за объект такой? И вообще, кто сможет что-то такое поднять?)",,,,,,"S ""%%"""
,C_a3caeec0,"(Ответ неверный. Нет, ты не смогла бы его поднять. Но если ты будешь тренировать свои мышцы, то рано или поздно ты его поднимешь.)",,,,,,"C ""%%"""
,C_14a2bcb4,"(В первое время это будет сложно: у тебя будет уходить много сил на это и ты сможешь поднять только на пару миллиметров. Но через некоторое время у тебя будет получаться все лучше и лучше, и ты поднимешь его.)",,,,,,"C ""%%"""
,S_f10e1884,(Что-то настолько тяжелое терраны никогда не смогут поднять с помощью своих мышц.),,,,,,"S ""%%"""
,C_31f2fc1f,"(Да, это мой просчет. Я забыл, что терраны слабы и без своей техники мало на что способны.)",,,,,,"C ""%%"""
,S_a7b33875_1,...,,,,,,"S ""%%"""
,C_d3c89bb0,"(Но все равно, с пси силой такой же принцип: сначала тебе будет тяжело, будет уходить много сил, но со временем ты сможешь слышать Рой без каких-либо сложностей.)",,,,,,"C ""%%"""
,C_e7207af4,"(Да, просто на заметку: с помощью псионной силы можно поднять и более тяжелые объекты.)",,,,,,"C ""%%"""
,S_2cf5179c_1,(!!!),,,,,,"S ""%%"""
,S_f07920f4,(Чудовищная сила... но... она было бы полезной в борьбе с вами...),,,,,,"S ""%%"""
,C_8cdcd606,"(Возможно. Но не забывай, сначала тебе надо освоить ее, ну и выбраться отсюда.)",,,,,,"C ""%%"""
,S_256ff98d_1,(...),,,,,,"S ""%%"""
,S_aa5e5a5c,"Кажется, я что-то пропустила. Лучше вернуться",,,,,,"S ""%%"""
,narrator_645461d6,Сара уже долгое время поднимается вверх по коридору.,,,,,,"""%%"""
,S_02bb49ad,(Саймон?),,,,,,"S ""%%"""
,C_5a05be00,(Да?),,,,,,"C ""%%"""
,S_d51b44c8,"(Мы с тобой уже долгое время ходим тут, но мы встретили лишь парочку оверлордов, и то их было совсем мало.)",,,,,,"S ""%%"""
,S_a1f3ae02,"(Мы с тобой уже долгое время ходим тут, но мы до сих пор никого не встретили.)",,,,,,"S ""%%"""
,S_8fcc1c8d,(Где все остальные зерги? Почему тут никого нет? Разве охрана внутренней территории это не важная задача?),,,,,,"S ""%%"""
,C_c6284442,(...),,,,,,"C ""%%"""
,C_64b9a8eb,"(Ошибка заключается в следующем: ты делаешь выводу по тому, как все устроено у вас.",,,,,,"C ""%%"""
,C_8bb3b709,"(Не пытайся сравнивать Рой с вами, терранами. Это пустая трата времени.)",,,,,,"C ""%%"""
,C_8655d4de,"(Ответь себе на один вопрос: для чего вам нужны охранные посты, патрули на внутренней территории?)",,,,,,"C ""%%"""
,S_b863418b,"(Это же очевидно! Для того, чтобы никто не попробовал устроить диверсию и не вывел из строя важные объекты.)",,,,,,"S ""%%"""
,C_6faa4129,"(Вот именно, это мера предосторожности сделана для того, чтобы пресечь попытки диверсии. Терранам свойственно предательство и вещи куда хуже.)",,,,,,"C ""%%"""
,C_0df35cc7,"(Рою не нужно охранять внутреннюю территорию, так как Рой един. Ты можешь увидеть только летающих оверлордов.)",,,,,,"C ""%%"""
,S_47928503,"(Но у постов и патрулей есть и другая немаловажная задача, а именно быстрое реагирование на нападение по всей базе. С их помощью мы можем отбивать даже самые внезапные атаки.)",,,,,,"S ""%%"""
,C_16055174,"(Бессмысленно. Рой всегда готов к бою, каждый зерг и есть оружие, они всегда готовы уничтожать врагов Роя.)",,,,,,"C ""%%"""
,C_af15cb4c,(Стоит только отдать приказ — и толпы зергов за считанные секунды окажутся в нужном месте.),,,,,,"C ""%%"""
,S_66190ef0,"(Да, зергов почти невозможно застать врасплох...)",,,,,,"S ""%%"""
,S_3ae0d02f,"(Но все равно, пока они доберутся пройдет какое-то время, враг успеет уже сделать все, что ему нужно было.)",,,,,,"S ""%%"""
,C_e9f9f4f3,"(Для этого по всему улью могут дремать множество зергов, которые смогут выиграть время для прибытия основных сил.)",,,,,,"C ""%%"""
,S_2201306a,(Ч-что??? Тут могут быть под землей зерги???),,,,,,"S ""%%"""
,C_71f77941,"(Нет, под нами я никого не чувствую.)",,,,,,"C ""%%"""
,S_7da04c1f,(Ты идиот... это можно назвать постами!),,,,,,"S ""%%"""
,C_7f4b2072,"(Нет, они находятся в состоянии спячки, зарыты глубоко под землю. Они никак не реагируют на то, что происходит сверху.)",,,,,,"C ""%%"""
,S_f5cc70f3,"(Черт, надо быть осторожней... Но все равно это очень полезная информация.)",,,,,,"S ""%%"""
,C_e88e8b5e,"(Если хочешь, я могу еще попробовать найти интересующую тебя информацию.)",,,,,,"C ""%%"""
,S_ed28c72f,(!!!),,,,,,"S ""%%"""
,S_589888d5,(Отлично!),,,,,,"S ""%%"""
,S_60e0d556,(О чем бы я хотела спросить?),,,,,,"S ""%%"""
,C_b6ac1656,(Этой информации у меня нет.),,,,,,"C ""%%"""
,S_61696e0c,(...),,,,,,"S ""%%"""
,C_b43774e8,(Этой информации у меня тоже нет.),,,,,,"C ""%%"""
,S_61696e0c_1,(...),,,,,,"S ""%%"""
,C_0fa741bb,(И этой информации у меня нет.),,,,,,"C ""%%"""
,S_61696e0c_2,(...),,,,,,"S ""%%"""
,S_03099e77,(Гррр...),,,,,,"S ""%%"""
,C_0fa741bb_1,(И этой информации у меня нет.),,,,,,"C ""%%"""
,S_4087943a,Ты издеваешься надо мной???,,,,,,"S ""%%"""
,C_50203891,(Ха-ха-ха!),,,,,,"C ""%%"""
,C_994f46f3,(У меня стало лучше получаться?),,,,,,"C ""%%"""
,S_1bfdb65d,...,,,,,,"S ""%%"""
,S_2e3ef35a,Нет!,,,,,,"S ""%%"""
,C_9b6669d6,"(Я сделал небольшой анализ. И понял: чтобы разрушить стену между нами, мне нужно изучить ваш способ общения друг с другом.)",,,,,,"C ""%%"""
,C_8fab6315,"(Ведь вы любите подкалывать друг друга, и из-за этого ваши отношения улучшаются.)",,,,,,"C ""%%"""
,S_61696e0c_3,(...),,,,,,"S ""%%"""
,S_162ceec8,"(Если ты хорошенько проанализировал, то должен был понять, как можно получить за такие 'подколы' в неподходящее время!)",,,,,,"S ""%%"""
,C_b2d75078,"(Хм, нет. Я дальше еще не заходил. Видимо мне есть над чем работать... Что ж, значит, мне придется углубиться в это.)",,,,,,"C ""%%"""
,S_61696e0c_4,(...),,,,,,"S ""%%"""
,C_96577141,"(Ладно, теперь я предоставлю тебе нужную информацию.)",,,,,,"C ""%%"""
,S_b491f867,(Идиот...),,,,,,"S ""%%"""
,S_c49ac820,"Итак, где выход с этой базы?",,,,,,"S ""%%"""
,C_080e5975,(Этой информации у мен...),,,,,,"C ""%%"""
,S_5eef6f6e,(!!!),,,,,,"S ""%%"""
,S_89e54843,(Ты снова за свое???),,,,,,"S ""%%"""
,C_334cb4fe,"(Нет, я действительно не знаю, где выход.)",,,,,,"C ""%%"""
,S_a3ad4a1c,(...),,,,,,"S ""%%"""
,S_59108b9b,"(Ты же часть Роя, ты должен знать!)",,,,,,"S ""%%"""
,C_6d59fce4,"(Да, это так, но мне доступна только малая часть информации всего Роя. Чтобы получить больше информации — нужно больше времени. Я использую потенциал носителя для своего развития, и в этом плане я 'немного' ограничен.)",,,,,,"C ""%%"""
,C_1b1d1fef,"(Так как мой носитель сопротивляется и делает все, чтобы замедлить мое развитие.)",,,,,,"C ""%%"""
,S_48af27d3,"(А мне кажется, ты что-то недоговариваешь!)",,,,,,"S ""%%"""
,S_3bb5f854,"(Так ты все-таки знаешь, где выход, не так ли?)",,,,,,"S ""%%"""
,C_e8da5c25,(Нет.),,,,,,"C ""%%"""
,S_f41ab5ef,(От тебя никакой пользы...),,,,,,"S ""%%"""
,C_c5ec7702,(...),,,,,,"C ""%%"""
,S_4d5fb8fa,"(Ну, владычице может и есть от тебя прок, но мне уж точно нет. Для меня ты в данный момент всего лишь голос в голове, который ничем не может мне помочь.)",,,,,,"S ""%%"""
,C_3ca34f8e,"(Возможно, тебе нужна какая-то другая информация?)",,,,,,"C ""%%"""
,S_0ba06075,"(Может, о себе мне немного поведаешь?)",,,,,,"S ""%%"""
,C_d95b1c1a,"(Я — паразит, уникальная особь, в Рое таких как я нет. По крайней мере не могу найти информацию о подобных мне, я первый представитель своего вида. Из-за этого мне очень сложно узнать о всех своих возможностях.)",,,,,,"C ""%%"""
,C_716a80e7,"(У меня есть контроль над всеми твоими процессами. Но я никогда не сделаю ничего такого, что может навредить тебе.)",,,,,,"C ""%%"""
,S_47e7688e,(Даже если тебе прикажет твоя владычица?),,,,,,"S ""%%"""
,C_0923d44b,"(Если она захочет тебя убить, то ей не потребуется моя помощь. Она уничтожит тебя вместе со мной.)",,,,,,"C ""%%"""
,C_be3e3a52,"(Меня создали специально для внедрения в твой организм. Если нет тебя, значит и нет нужды во мне.)",,,,,,"C ""%%"""
,S_a3ad4a1c_1,(...),,,,,,"S ""%%"""
,S_3895cc3a,(Ужасная участь...),,,,,,"S ""%%"""
,C_bd2e18ea,"(Я не совсем понимаю, почему ты так думаешь.)",,,,,,"C ""%%"""
,S_a3ad4a1c_2,(...),,,,,,"S ""%%"""
,S_595b6bb4,"(Ну, получается, ты стал заложником этой ситуации.)",,,,,,"S ""%%"""
,C_a8c5094e,(Если бы не эта 'ситуация' то не было бы необходимости в моем существовании.),,,,,,"C ""%%"""
,C_13da661e,"(Я заметил, твое психическое состояние немного изменилось... У вас это называется 'печаль'.)",,,,,,"C ""%%"""
,S_5eef6f6e_1,(!!!),,,,,,"S ""%%"""
,S_03c00fbc,"(Н-нет, это не так. Не выдумывай.)",,,,,,"S ""%%"""
,C_e6e21daa,"(Такая же была реакция, когда ты думала о прошлых временах. В особенности о терране Рейноре.)",,,,,,"C ""%%"""
,S_1c2aea23,!!!,,,,,,"S ""%%"""
,S_1994c603,"Мне совсем не нравится, когда ты лезешь не в свои дела!",,,,,,"S ""%%"""
,S_261cf703,"(Черт, меня могут заметить...)",,,,,,"S ""%%"""
,C_ad986f7d,"(Но также я чувствовал и нечто другое... Это любовь? Ты испытывала к нему чувства, и они были взаимны?)",,,,,,"C ""%%"""
,S_d1b8105f,(Это не так!),,,,,,"S ""%%"""
,S_97c8e493,(Откуда ты это все знаешь?),,,,,,"S ""%%"""
,C_e94ec73e,"(Я могу черпать информацию не только из Роя, но также из фрагментов твоей жизни. Это довольно сложно, если учесть то, что у тебя в голове творится черт знает что.)",,,,,,"C ""%%"""
,C_6f9f3e96,"(Некоторую информацию так просто не получишь, на это нужно время. А если взять в расчет то, что ты сопротивляешься, то это еще больше мешает мне.)",,,,,,"C ""%%"""
,C_a3ba5e7b,"(Было бы легче, если бы ты мне помогла в этом. Не хочешь рассказать мне о чувствах, которые ты испытываешь, когда я называю имя этого террана Рейнора?)",,,,,,"C ""%%"""
,S_944e30da,"(Я не вижу смысла тебе об этом говорить... Вам, зергам, этого никогда не понять!)",,,,,,"S ""%%"""
,C_ded710b1,"(Даже сейчас, когда я произнес имя этого террана, в твоем теле начали происходить химические процессы и ты снова испытала это чувство.)",,,,,,"C ""%%"""
,S_933e3e3f,(Не выдумывай!),,,,,,"S ""%%"""
,C_c5ec7702_1,(...),,,,,,"C ""%%"""
,C_6ced1f65,"(Возможно, тебе нужна еще какая-то информация?)",,,,,,"C ""%%"""
,S_49a0ac54,(Что ты можешь рассказать мне о вашей владычице?),,,,,,"S ""%%"""
,C_5445d0fb,"(Вся информация о ней скрыта от меня, в моем текущем состоянии я не могу ничего узнать про нее.)",,,,,,"C ""%%"""
,S_0b239bf1,(Плохо... мне бы пригодилась эта информация. Нужно хорошо изучить своего врага.),,,,,,"S ""%%"""
,S_1fdea303,"(Когда она узнает, что я сбежала, по-любому отправит зергов, чтобы они схватили меня и привели обратно.)",,,,,,"S ""%%"""
,C_6ced1f65_1,"(Возможно, тебе нужна еще какая-то информация?)",,,,,,"C ""%%"""
,S_d8996451,(Расскажи мне об этом извращенце Стукове.),,,,,,"S ""%%"""
,C_6830895c,"(Стуков, уникальная особь, присоединился к Рою относительно недавно. Владычица решила, что его навыки смогут помочь ей в достижении целей, которые поставил перед ней Рой.)",,,,,,"C ""%%"""
,S_f1d65958,(Он и до мутации был таким извращенцем?),,,,,,"S ""%%"""
,C_6c3525f2,"(Странно, но эта вся информация, которую я могу найти по Стукову.)",,,,,,"C ""%%"""
,C_aa90c995,"(Если хочешь узнать больше информации, то нужно спросить его лично.)",,,,,,"C ""%%"""
,S_a3ad4a1c_3,(...),,,,,,"S ""%%"""
,S_e6637e86,(Делать мне больше нечего...),,,,,,"S ""%%"""
,C_6ced1f65_2,"(Возможно, тебе нужна еще какая-то информация?)",,,,,,"C ""%%"""
,S_34ab2ffb,(Я узнала достаточно.),,,,,,"S ""%%"""
,C_8066b16a,"(Если нужна будет еще информация, то я готов поделиться ею.)",,,,,,"C ""%%"""
,S_9b3e24e5,"(Мы уже долго поднимаемся. Интересно, куда приведет меня эта лестница?)",,,,,,"S ""%%"""
,C_60c3b0f3,(Скоро мы об этом узнаем.),,,,,,"C ""%%"""
,S_f911ca57,"Это тупик, но тут есть комната, дверь в которую приоткрыта.",,,,,,"S ""%%"""
,S_95049827,"Как бы я хотела, чтобы за этой дверью был выход. Или хотя бы что-нибудь полезное.",,,,,,"S ""%%"""
,narrator_d2cd1084,Сара подошла к двери. За ней слышались какие-то знакомые звуки.,,,,,,"""%%"""
,A1side13_c9770827,"О да, сучка.",,,,,,"A1side13 ""%%"""
,narrator_a7d54521,*Фап* *фап* *фап*,,,,,,"""%%"""
,A1side13_ee631e87,"Дааа, отличный материал для дрочки, сделай мне приятно!",,,,,,"A1side13 ""%%"""
,narrator_ddba6767,"За дверью был Стуков, наяривающий на голограмму Сары в эротическом белье.",,,,,,"""%%"""
,S_d6f24077,"(Это... что, Стуков?)",,,,,,"S ""%%"""
,C_39359fb0,"(Он самый. И судя по всему, в данный момент он ублажает себя, смотря на твое тело.)",,,,,,"C ""%%"""
,S_64ed23fe,(Вот же грязный извращенец!),,,,,,"S ""%%"""
,A1side6_4e9310b0,"На! Глотай мою густую, вкусную сперму, материал для дрочки!",,,,,,"A1side6 ""%%"""
,S_2c99946e,(!!!),,,,,,"S ""%%"""
,A1side13_f5077042,АААРГХ!,,,,,,"A1side13 ""%%"""
,narrator_8e2924ad,*Извержение*{w=0.6}{nw},,,,,,"""%%"""
