location,source,target,ID,fuzzy,context,translator_comments,developer_comments,gametemplate
,S1_537dbf4a,"Ты так весь извелся, бедняжка... Как же я могу отказать тебе?",,,,,,"S1 ""%%"""
,Z_763fcf39,(Самка хочет меня! Самка пахнет сильнее!),,,,,,"Z ""%%"""
,Z_87a5d0a0,*Скиир!*,,,,,,"Z ""%%"""
,narrator_35db8b57,"Королева Клинков в пылу похоти и желания опустилась на четвереньки, не забывая соблазнительно двигать своим развратным телом, заманивая малыша поближе к себе.",,,,,,"""%%"""
,S1_9bbb80fc,Давай же... Я хорошенько обслужу тебя.,,,,,,"S1 ""%%"""
,narrator_78484163,"Немного виляя задом, Королева с диким желанием смотрела на зерга, которого не нужно было звать дважды. Он отчетливо понимал, знаки которые самка подавала ему.",,,,,,"""%%"""
,S1_144fe30d,"Ты же хочешь, чтобы такая красивая самка позволила тебе взять себя?",,,,,,"S1 ""%%"""
,S1_a86b0e43,"Я позволю утолить тебе все свое желание, малыш.",,,,,,"S1 ""%%"""
,Z_e0869f69,*Скр-скр-скр*,,,,,,"Z ""%%"""
,S1_4ac8c216,Сара такая жестокая. Совсем не уделяла тебе внимание... как можно игнорировать такого самца?,,,,,,"S1 ""%%"""
,narrator_b2bb8dae,"Девушка показательно покачала бедрами, стараясь максимально возбудить зерга. Но это так же работало и в другую сторону, ее киска начинала сочиться от предвкушения, самка была готова для совокупления.",,,,,,"""%%"""
,S1_04a5d3d1,"Но я никогда бы не стала над тобой так издеваться. Ты можешь сделать со мной все что хочешь, ах...",,,,,,"S1 ""%%"""
,Z_c4e5f268,"(Трахнуть самку! Самка похотлива, очень похотливая!)",,,,,,"Z ""%%"""
,narrator_0705908c,Зерглинг приблизился к Королеве Клинков сзади и начал с удовольствием обнюхивать киску девушки.,,,,,,"""%%"""
,Z_0fca9d9d,*Нюх-нюх*,,,,,,"Z ""%%"""
,S1_813df02b,Ооо... Какой ты любопытный...,,,,,,"S1 ""%%"""
,Z_67090444,(Такой сильный запах!!!),,,,,,"Z ""%%"""
,S1_bcf2a69f,"Да, малыш, я немного торопилась к тебе. И, должно быть, от меня сильно пахнет, как тебе нравится?",,,,,,"S1 ""%%"""
,S1_8ce47c99,"Ах... какой же ты маленький и развратный... откуда в тебе столько, ммм.",,,,,,"S1 ""%%"""
,Z_087704f7,(Самка сильно пахнет!!! Должен трахнуть самку!),,,,,,"Z ""%%"""
,narrator_872fc9a6,"От Королевы Клинков исходил манящий аромат, который может моментально свести с ума и заставить желать ее очень сильно.",,,,,,"""%%"""
,S1_4ba767ab,"И Сара держала такое чудо втайне от меня? Ну и жадина она, конечно...",,,,,,"S1 ""%%"""
,S1_c5b4142d,Так чего ты...,,,,,,"S1 ""%%"""
,Z_12085fa2,*Ли-и-и-изь*,,,,,,"Z ""%%"""
,S1_99bc96c7,Мммм...,,,,,,"S1 ""%%"""
,narrator_565f1c51,"Запах возбуждал разум зерглинга, заставляя сходить его с ума, размашисто проводить языком по ее промокшей киске.",,,,,,"""%%"""
,Z_0364d493,*Слюрп-лизь-слу-у-урп*,,,,,,"Z ""%%"""
,Z_bddc4c26,Скриии!,,,,,,"Z ""%%"""
,narrator_cd59240b,"Зерглинг проворно водил своим языком по киске девушки, издавая похотливые звуки от удовольствия.",,,,,,"""%%"""
,Z_e0869f69_1,*Скр-скр-скр*,,,,,,"Z ""%%"""
,Z_a31f9234,(Вкусно!! Вылизать самку!),,,,,,"Z ""%%"""
,narrator_9006574d,Тело [zergling_s_name!t] подрагивало от сильного возбуждения.,,,,,,"""%%"""
,S1_841d33c8,Какой умелый маленький зерг. Сара должна была больше заботиться о таком ценном малыше.,,,,,,"S1 ""%%"""
,Z_933581df,*Чавк* *Лизь-лизь*,,,,,,"Z ""%%"""
,S1_448dfeb4,"Не волнуйся, я займу ее место, буду твоей сучкой. Можешь развлекаться по полной.",,,,,,"S1 ""%%"""
,Z_0364d493_1,*Слюрп-лизь-слу-у-урп*,,,,,,"Z ""%%"""
,S1_08604240,"Ах... У тебя такой умелый язычок. Нужно было обратить на тебя внимание раньше, хи-хи.",,,,,,"S1 ""%%"""
,Z_e0869f69_2,*Скр-скр-скр*,,,,,,"Z ""%%"""
,Z_ddb5c84e,(Самке приятно!),,,,,,"Z ""%%"""
,S1_977bd86a,"Да-а-а, самке очень приятно. Правда же, со мной хорошо?",,,,,,"S1 ""%%"""
,S1_96ec15f6,"Я бы с удовольствием вставала на четвереньки ради тебя... каждый день, мммм!",,,,,,"S1 ""%%"""
,S1_16ad0c2e,Не всегда можно встретить зерглинга с таким желанием и крепким членом.,,,,,,"S1 ""%%"""
,Z_cbba900c,Скри...,,,,,,"Z ""%%"""
,narrator_6f007209,"[zergling_s_name!t] оторвался от вагины девушки, но у него были свои планы на похотливую самку.",,,,,,"""%%"""
,S1_8c529910,"А ты, я вижу, весьма любопытный. Хочешь попробовать сначала другую мою дырочку? Она тебя не разочарует.",,,,,,"S1 ""%%"""
,S1_997f59bd,"Ах-х, эти венки... эти формы. Черт, он такой аппетитный, неужели ты хочешь меня накормить?",,,,,,"S1 ""%%"""
,S1_cecd5692,"Вблизи он кажется еще больше. Черт, ты долго будешь меня дразнить?",,,,,,"S1 ""%%"""
,S1_fb07caa9,"Только не говори, что хочешь, чтобы я тебя умоляла засунуть его...",,,,,,"S1 ""%%"""
,S1_a93c48f6,МНГП...,,,,,,"S1 ""%%"""
,Z_e0869f69_3,*Скр-скр-скр*,,,,,,"Z ""%%"""
,narrator_72803dbf,"Зерг рывком вогнал член в рот Королевы Клинков, заставляя ее немного подавиться.",,,,,,"""%%"""
,Z_efa1b4d9,*Скиир!*,,,,,,"Z ""%%"""
,Z_aab91984,(Рот самки такой мокрый... Приятно!),,,,,,"Z ""%%"""
,S1_a804d6ad,(Неужели тебе надоели мои разговоры? Ты так сильно хотел меня заткнуть?),,,,,,"S1 ""%%"""
,S1_0c71c063,"(Мммм... Какой хитрый маленький зерг. Он не перестает меня удивлять, хи-хи.)",,,,,,"S1 ""%%"""
,narrator_6939b16b,"Зерглинг продолжал держать член во рту, не двигаясь. Он хотел насладиться ее влажным ротиком сполна, скуля от удовольствия, ощущая узость набухшим членом.",,,,,,"""%%"""
,S1_d4c14cb1,"(Поверь, я тоже не промах, я могу сделать такое своим ртом... Ты просто улетишь на небеса от удовольствия.)",,,,,,"S1 ""%%"""
,Z_05fb010d,*Скр?*,,,,,,"Z ""%%"""
,S1_c62c2bb5,Слю-ю-ю-ю-ю-юрп*,,,,,,"S1 ""%%"""
,narrator_a2043225,"Королева Клинков еще сильнее сжала его член своим мокрым ротиком и начала неспешно водить по нему языком, играя с головкой.",,,,,,"""%%"""
,S1_16500bdf,"(Ах... Мне сложно сдерживаться... такой вкусный... нужно больше, хочу больше!)",,,,,,"S1 ""%%"""
,S1_076d42f9,М-м-м-м?!!!,,,,,,"S1 ""%%"""
,narrator_15fd5726,"Зерглинг как будто чувствовал, чего она хочет. Несмотря на то, что его член был полностью сжат, он все равно со всей силы засадил член поглубже в рот, закатывая глаза от наслаждения.",,,,,,"""%%"""
,S1_dd95d82a,"(Да, малыш, все просто великолепно. Я готова стать твоей самкой ради этого ~♥.)",,,,,,"S1 ""%%"""
,Z_17a08d7b,*Скрииии...*,,,,,,"Z ""%%"""
,S1_e1eb3019,"(Тебе так мало нужно для счастья, хи-хи.)",,,,,,"S1 ""%%"""
,narrator_59b4b07a,"Королева Клинков не забывала работать языком, чувствуя активный прилив крови к члены зерглинга.",,,,,,"""%%"""
,Z_c4e89e79,(Рот самки узкий! Трахнуть рот самки! Чем уже - тем лучше!!!),,,,,,"Z ""%%"""
,narrator_573610a6,"Девушка немного ослабила хватку ртом, давая [zergling_s_name!t]у зеленый свет на движение.",,,,,,"""%%"""
,Z_8d39c045,СКИР-СКИР-СКИР!,,,,,,"Z ""%%"""
,S1_de94886d,МММ!!!,,,,,,"S1 ""%%"""
,S1_6dc8ef91,"(В нем столько силы... Еще немного, и он разорвет мою глотку.)",,,,,,"S1 ""%%"""
,narrator_7e26f552,"Зерглинг старательно вбивался в рот Королевы Клинков, почти снося ее с ног. Чтобы удержаться на месте, ей приходилось делать еще больший упор, она сама удивлялась тому, насколько же сильны его похоть и желание.",,,,,,"""%%"""
,S1_8fd82873,*Сюрп* Чмок* *Сюрп*,,,,,,"S1 ""%%"""
,S1_9ee74369,"(Сколько же спермы ты можешь дать? Неважно, я заберу ее всю ~♥...)",,,,,,"S1 ""%%"""
,narrator_e3a878d3,"Слюны становилось слишком много. Она стекала по подбородку, изздавая хлюпающие звуки при встрече с членом [zergling_s_name!t].",,,,,,"""%%"""
,S1_adf4394a,"(Сара прятала от меня такое сокровище... Она развлекалась с ним каждый день, небось. Такая шлюшка, а пытается строить неженку...)",,,,,,"S1 ""%%"""
,Z_37e468f8,*Скирн-скрин-скрин!*,,,,,,"Z ""%%"""
,S1_b9f7a5ab,"(Ах, такой быстрый.)",,,,,,"S1 ""%%"""
,Z_8d39c045_1,СКИР-СКИР-СКИР!,,,,,,"Z ""%%"""
,narrator_fe8fbf48,"Зергу было без разницы, что испытывает самка, он был ведом похотью, инстинкты кричали ему: быстрее-быстрее. От этого он только ускорялся, не переставая напирать на рот, приятно удивляя Королеву Клинков.",,,,,,"""%%"""
,S1_f8c11b07,*Звуки давления членом*,,,,,,"S1 ""%%"""
,S1_3cd1a343,"(Мне мало, хочу еще... хочу больше... дай же мне ее!)",,,,,,"S1 ""%%"""
,narrator_a56e3586,"Во время нещадных движений и давления членом Королева Клинков сжала свою грудь, получая сильную волну удовольствия.",,,,,,"""%%"""
,S1_41aaae1a,"(Я не могу больше, я хочу ее прямо сейчас!!! Пора заканчивать и переходить к десерту, хи-хи.)",,,,,,"S1 ""%%"""
,Z_65a9fbbb,СКИР???,,,,,,"Z ""%%"""
,narrator_c03514ff,"Девушка втянула щеки, плотнее сжимая член зерга. Зерглинга немного затрясло от получаемого удовольствия.",,,,,,"""%%"""
,S1_f822abad,ААаах!!,,,,,,"S1 ""%%"""
,S1_85d53e4f,"(Кончай, малыш. Мне нужно набраться сил...)",,,,,,"S1 ""%%"""
,Z_b3eb5140,ГРАааа!!!!,,,,,,"Z ""%%"""
,Z_56f2ef65,"(Самка хочет, чтобы я кончил!)",,,,,,"Z ""%%"""
,narrator_2e57824f,"Королева Клинков с большим усердием лизала член [zergling_s_name!t], чувствуя скорую разрядку зерга.",,,,,,"""%%"""
,Z_981267f7,(Кончить! Кончить самке в узкий рот!!!),,,,,,"Z ""%%"""
,S1_8a3f7681,*Сюрп* *Лизь-лизь* Хлюп*,,,,,,"S1 ""%%"""
,S1_6f78adcf,(Я рассчитываю на очень обильное завершение трапезы ~♥.),,,,,,"S1 ""%%"""
,narrator_ce651c7f,"Зерг в последний раз двинулся, загоняя член максимально глубоко.",,,,,,"""%%"""
,Z_64162422,ГРААА!!!!,,,,,,"Z ""%%"""
,narrator_b770bcac,*ПЩЩЩЩЩЩЩЩЩ.*,,,,,,"""%%"""
,S1_5fa08e55,МММ!!!! *Сюрп* *Сюрп* *Сюрп*,,,,,,"S1 ""%%"""
,narrator_fd1df38a,"Девушка была готова к любым объемам, поэтому начала жадно глотать сперму, как только та стала поступать ей в рот.",,,,,,"""%%"""
,S1_81c07412,"(Это именно то, что мне было нужно ~♥.)",,,,,,"S1 ""%%"""
,narrator_0cc75807,*ПЩЩЩЩ*,,,,,,"""%%"""
,S1_dfd30eaf,*Гулп* *Гулп* *Гулп*,,,,,,"S1 ""%%"""
,Z_37e468f8_1,*Скирн-скрин-скрин!*,,,,,,"Z ""%%"""
,S1_921565ed,"(Ее так много и она высокого качества. Я чувствую, как силы возвращаются ко мне...)",,,,,,"S1 ""%%"""
,S1_dfd30eaf_1,*Гулп* *Гулп* *Гулп*,,,,,,"S1 ""%%"""
,S1_8272cccc,(Не останавливайся... Мне нужно еще. Больше спермы!),,,,,,"S1 ""%%"""
,Z_f9067f0f,(Больше-больше-больше! Самке мало!),,,,,,"Z ""%%"""
,narrator_52b446a0,"Зерглинг продолжал изливаться в рот Королевы Клинков, послушно выполняя ее просьбы.",,,,,,"""%%"""
,S1_1c6be387,"(В тебе накопилось так много. Тобой, видимо, давно никто не занимался... бедняжечка.)",,,,,,"S1 ""%%"""
,S1_7774ae0e,"(Обкончай мой рот как следует! Опустоши себя, пока я здесь, хи-хи.)",,,,,,"S1 ""%%"""
,S1_dfd30eaf_2,*Гулп* *Гулп* *Гулп*,,,,,,"S1 ""%%"""
,S1_b3c9d142,"(Это первоклассная сперма! Я не могу перестать ее поглощать, она внутри заполняет всю меня...)",,,,,,"S1 ""%%"""
,S1_173271eb,"(Ты, наверное, на десятом небе от счастья? А ведь представь, как бы тебе было хорошо, если бы я осталась навсегда ~♥.)",,,,,,"S1 ""%%"""
,narrator_107415f1,"Девушка продолжала доить зерглинга. Допивая последнии глотки спермы, с громким чмоком выпуская все еще твердый член зерга наружу.",,,,,,"""%%"""
,S1_7334695f,"(Ах... только подумать, ты до сих пор полон сил? Какая прелесть...)",,,,,,"S1 ""%%"""
,S1_10316e7b,*Гулп*,,,,,,"S1 ""%%"""
,S1_33337dec,{size=+6}Мммм...{/size},,,,,,"S1 ""%%"""
,S1_16c58505,Ммм... ко мне тоже возвращаются силы...,,,,,,"S1 ""%%"""
,S1_a1447f4d,Что? Ты хочешь продолжать?,,,,,,"S1 ""%%"""
,S1_e3d75837,"В этот раз ты хочешь поиграться с моей киской? Мммм, ей было уделено так мало внимания.",,,,,,"S1 ""%%"""
,Z_17a08d7b_1,*Скрииии...*,,,,,,"Z ""%%"""
,narrator_1871bc13,"[zergling_s_name!t] не стал долго думать, снова приближаясь своей мордой к промежности девушки.",,,,,,"""%%"""
,Z_37e468f8_2,*Скирн-скрин-скрин!*,,,,,,"Z ""%%"""
,S1_daf2e6cc,"Ты видишь, что ты сделал со мной... я вся теку... после такого фейс фака невозможно не течь...",,,,,,"S1 ""%%"""
,S1_693666b2,"АХ!!! Твой язычок делает очень приятно, но я бы с большим удовольствием приняла твой член.",,,,,,"S1 ""%%"""
,Z_0364d493_2,*Слюрп-лизь-слу-у-урп*,,,,,,"Z ""%%"""
,narrator_a5d23475,"Зерглинг продолжал вылизывать сочную киску, тело Королевы Клинков подрагивало от удовольствия.",,,,,,"""%%"""
,S1_555af310,"Долго ты будешь меня дразнить? Ну же, трахни уже меня!",,,,,,"S1 ""%%"""
,Z_efa1b4d9_1,*Скиир!*,,,,,,"Z ""%%"""
,Z_435c6675,(Самка хочет еще!!! Должен трахнуть самку!),,,,,,"Z ""%%"""
,S1_2765ceab,АХ!!!,,,,,,"S1 ""%%"""
,S1_603ffc23,Ч-что? Это не моя киска!,,,,,,"S1 ""%%"""
,Z_e68aa904,Скри-скир-скир!,,,,,,"Z ""%%"""
,S1_c4e7b9b4,"Ах ты, паршивец, это должна была быть моя киска...",,,,,,"S1 ""%%"""
,narrator_c71277ab,"Но у Зерглинга были свои планы, ему больше пришлась по вкусу другая дырочка, куда более узкая и манящая. Инстинкты вели его на этом пути.",,,,,,"""%%"""
,S1_3eced061,"Ты же не промахнулся, верно?",,,,,,"S1 ""%%"""
,S1_33eacb59,"Ах... Я не могу тебя винить в этом, моя попка весьма похотливая, немногие могут удержаться, глядя на нее. Она тебя совратила, да?",,,,,,"S1 ""%%"""
,S1_e36dfcc6,Такая узенькая и такая аппетитная... Ммм...,,,,,,"S1 ""%%"""
,S1_a95f09ac,Тогда не жалей меня и трахни в зад как следует!,,,,,,"S1 ""%%"""
,Z_19cd3538,ГРААААА!!!,,,,,,"Z ""%%"""
,S1_a50f228f,ДАААА!!,,,,,,"S1 ""%%"""
,S1_0e368c88,"(Ммм, настоящий самец, думает только о своем удовлетворении... заставляет меня чувствовать себя как дешевой шлюхой...)",,,,,,"S1 ""%%"""
,S1_d98adf50,(Использует для своих грязных фантазий....),,,,,,"S1 ""%%"""
,S1_f51f0981,"Да-а-а, это то, что нужно... М-МОЯ ПОПКА ГОРИТ!",,,,,,"S1 ""%%"""
,Z_960b68c5,(Осеменить самку!),,,,,,"Z ""%%"""
,Z_eba62941,(Моя самка! Осеменить!!!),,,,,,"Z ""%%"""
,S1_d6800e5d,"Ох, малыш, ты не можешь меня туда осеменить... но даже так она тебе определенно нравится...",,,,,,"S1 ""%%"""
,S1_088d9e40,"Но все равно... Это так грубо, ты игнорируешь мою киску... заставляешь меня думать, что она тебе не нравится...",,,,,,"S1 ""%%"""
,S1_a4494e4f,"Решено! В следующий раз ты обязательно меня трахнешь, и это должна быть киска!",,,,,,"S1 ""%%"""
,S1_ee97a86f,Только так я могу быть твоей самкой ~♥.,,,,,,"S1 ""%%"""
,S1_97e8d760,"Кажется, я от этого становлюсь еще возбужденнее.",,,,,,"S1 ""%%"""
,Z_9706d128,СКИР-СКИР-СКИР!,,,,,,"Z ""%%"""
,narrator_6e989329,"Зерг не сбавлял темп ни на секунду, сбивая Королеву Клинков с любой мысли, заполняя своим членом попку.",,,,,,"""%%"""
,S1_bf2856cb,(Ах... Такой напор... Он почти сбивает меня с ног!),,,,,,"S1 ""%%"""
,S1_ef5692c2,"(Какие еще тайны хранятся в этом маленьком зерглинге, хи-хи ~♥?)",,,,,,"S1 ""%%"""
,narrator_71f6fa43,"Девушка чувствовала отголоски толчков по всему телу, принимая в себя член зерга целиком.",,,,,,"""%%"""
,S1_039c8196,ДААА! Быстрее! Черт...,,,,,,"S1 ""%%"""
,S1_5cd9d050,"(Меня переполняет сила... я почти полностью восстановились... Мммм, это вдвойне приятнее...)",,,,,,"S1 ""%%"""
,Z_37e468f8_3,*Скирн-скрин-скрин!*,,,,,,"Z ""%%"""
,S1_264ee4a6,"(Ни на секунду не замедляется, хи-хи. Я нашла себе отличную игрушку ~♥.)",,,,,,"S1 ""%%"""
,narrator_c7eb05b4,"Несмотря на то, что зерглинг игнорировал киску, смазка, смешанная со слюной зерга, стекала по ее бедрам. Пустая, одинокая, но такая мокрая.",,,,,,"""%%"""
,S1_77c1bea7,Так хорошо... Мои соски такие твердые от возбуждения. Прекрасно...,,,,,,"S1 ""%%"""
,Z_17a08d7b_2,*Скрииии...*,,,,,,"Z ""%%"""
,narrator_be77c36f,"Девушке было мало, она снова сжала грудь, напрягаясь от приятного ощущения, распространяющегося по телу.",,,,,,"""%%"""
,S1_22b47b7d,Черт... Да ~♥.,,,,,,"S1 ""%%"""
,narrator_5ff06f76,*Хлюп* *Хлюп* *Хлюп*,,,,,,"""%%"""
